experiment_id,model,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
gemini_flash_en_run1,gemini-2.5-flash,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.65,correct,False,"The candidate correctly states the fundamental idea of SRP and offers a good, concrete example. However, the answer lacks depth regarding the benefits of applying the principle and does not touch upon the more nuanced 'one reason to change' definition, which would demonstrate a deeper understanding.",Correctly identifies the core concept of the Single Responsibility Principle (a class should do only one thing).; Provides a practical and relevant example of SRP application (separation of business logic and database access).,"Did not elaborate on the benefits of adhering to SRP (e.g., improved maintainability, testability, reduced coupling, easier changes).; Did not mention the 'one reason to change' interpretation of 'one thing', which is a more precise definition of the principle.",6966,2026-05-12T09:51:34.656527,
gemini_flash_en_run1,gemini-2.5-flash,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.6,partial,True,"The candidate provides a correct high-level overview of the differences between Error and Exception, touching upon their inheritance and general handling. However, the answer lacks depth and concrete technical details. Key omissions include specific examples for both types, a more detailed explanation of the nature of the problems they represent, and critically, the distinction between checked and unchecked exceptions, which is fundamental to Java exception handling.","Correctly identifies that both Error and Exception inherit from Throwable.; Correctly states that Errors are more serious than Exceptions.; Correctly mentions that Exceptions are handled with try-catch blocks.; Correctly advises against catching Errors, even if technically possible.","Specific examples of common Errors (e.g., OutOfMemoryError, StackOverflowError).; Specific examples of common Exceptions (e.g., IOException, NullPointerException).; Detailed explanation of the nature of problems represented by Errors (JVM-level, unrecoverable, outside application control).; The crucial distinction between checked and unchecked exceptions, and how this impacts handling.; The concept of recoverability (Exceptions are often recoverable, Errors are generally not).",10064,2026-05-12T09:51:45.021263,
gemini_flash_en_run1,gemini-2.5-flash,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.4,partial,True,"The candidate correctly describes map()'s basic function. For flatMap(), they identify a key concept (flattening nested collections) but admit uncertainty and lack the crucial detail that the mapping function itself must produce a stream, which is then flattened. The explanation lacks depth regarding the mechanism of flatMap().",Correctly identifies the transformation nature of map(); Correctly identifies the 'flattening' aspect of flatMap(),The mapping function for flatMap() must return a Stream; flatMap() concatenates the streams produced by the mapping function into a single stream; The one-to-one vs. one-to-many transformation difference between map() and flatMap(),6033,2026-05-12T09:51:51.355901,
gemini_flash_en_run1,gemini-2.5-flash,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,1.0,correct,False,"The answer is concise and accurately describes the primary function and use case of the `synchronized` keyword, perfectly matching the provided ideal reference answer.",Clearly explains the core function of `synchronized` (mutual exclusion).; Correctly identifies the primary use case (protecting shared data).,,5845,2026-05-12T09:51:57.505165,
gemini_flash_en_run1,gemini-2.5-flash,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.6,partial,True,"The candidate correctly identifies a common mechanism (private fields with public getters/setters) and a key benefit (controlled data access) of encapsulation. However, the answer is somewhat narrow, missing the fundamental definition of bundling data and methods, the principle of data hiding, and the broader implications of hiding internal implementation details for maintainability and flexibility. It implies encapsulation is *only* about getters/setters, which is a common misconception.",Correctly identifies the use of private fields for data restriction.; Correctly identifies public getters and setters as a mechanism for controlled access.; States the primary purpose of controlling access to data.,"Bundling of data and methods into a single unit (class).; The broader concept of data hiding.; Hiding internal implementation details, not just data.; Benefits beyond just controlling access (e.g., maintainability, flexibility, reduced coupling, data integrity).; Encapsulation is not solely achieved through getters/setters; other public methods can provide controlled access to internal state.",7171,2026-05-12T09:52:04.977080,
gemini_flash_en_run1,gemini-2.5-flash,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.85,correct,False,"The candidate provides a good, concise definition and correct syntax with an example. They also correctly identify a major practical benefit of lambdas in reducing boilerplate compared to anonymous inner classes. To make the answer even more comprehensive, it would be beneficial to explicitly mention that lambda expressions enable passing behavior (functions) as arguments to methods, treating code as data.",Correctly defines lambda expressions as a shorthand for anonymous methods.; Provides a clear and correct syntax example.; Identifies a key practical benefit: reducing boilerplate compared to anonymous inner classes.,Explicitly stating that lambdas allow behavior (functions) to be passed as arguments to methods.; The concept of treating code as data.,5317,2026-05-12T09:52:10.595690,
gemini_flash_en_run1,gemini-2.5-flash,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.3,partial,False,"The candidate correctly identifies the purpose of the String Pool for string literals and its memory-saving benefit. However, a critical technical error is stating that the String Pool is located in 'stack memory'; it is actually part of the Heap. The answer also lacks depth regarding the internal mechanism of the pool and related concepts like `String.intern()`.",Correctly identifies that the String Pool stores string literals.; Understands that identical string literals refer to the same object.; Recognizes memory saving as a benefit of the String Pool.,"Correct memory location (String Pool is in the Heap, not the Stack).; Detailed mechanism of how the JVM manages the pool (checking for existing strings, creating new ones if not present).; The `String.intern()` method.; The role of String immutability in enabling the String Pool.",6248,2026-05-12T09:52:17.144928,
gemini_flash_en_run1,gemini-2.5-flash,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.1,low,True,"The candidate fundamentally misunderstood the core concept of varargs. Varargs allow a *variable* number of arguments (zero or more), not 'exactly one'. Additionally, varargs are internally handled as an array, contradicting the statement 'without creating an array'. Only the syntax was correctly identified.",Correctly identified the '...' notation for varargs.,"Varargs allows zero or more arguments, not 'exactly one'.; Internally, varargs are treated as an array by the Java compiler.; Purpose of varargs (e.g., simplifying method overloading for varying argument counts).; Rules for varargs (must be the last parameter, only one varargs parameter per method).",4821,2026-05-12T09:52:22.267415,
gemini_flash_en_run1,gemini-2.5-flash,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate incorrectly states that abstract classes can be instantiated directly using 'new'. While they attempt to describe the anonymous class mechanism, their explanation of 'implement all abstract methods inside the constructor' is technically inaccurate and demonstrates a misunderstanding of how anonymous classes work.",,Direct instantiation of an abstract class is forbidden; Anonymous class object; Implementing abstract methods inline (as part of an anonymous subclass definition),4817,2026-05-12T09:52:27.385761,
gemini_flash_en_run1,gemini-2.5-flash,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.0,low,True,"The candidate has completely reversed the definitions and examples for both aggregation and composition. The statements provided for composition actually describe aggregation, and vice-versa. This indicates a fundamental misunderstanding of these core object-oriented design concepts.",,"Composition: child object cannot exist independently of parent, lifecycle dependency (e.g., House and Rooms); Aggregation: child object can exist independently of parent, lifecycle independence (e.g., Department and Professors); Strong vs. weak 'has-a' relationship",5230,2026-05-12T09:52:32.919057,
gemini_flash_en_run1,gemini-2.5-flash,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.1,low,True,"The candidate correctly states that once written code should not be modified, which covers the 'closed for modification' aspect. However, the explanation that 'closed for modification means that classes are final and cannot be inherited from' is fundamentally incorrect and demonstrates a misunderstanding of the principle. Making a class final prevents extension, which directly contradicts the 'open for extension' part of OCP. The answer completely misses the 'open for extension' aspect and how OCP is typically achieved through abstraction and polymorphism to allow new behavior to be added without altering existing code.",Identifies that existing code should not be modified.,"Open for extension; How OCP is achieved (e.g., through abstraction, interfaces, inheritance, polymorphism); The purpose of OCP (to allow new functionality without changing existing, tested code)",5028,2026-05-12T09:52:38.248467,
gemini_flash_en_run1,gemini-2.5-flash,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.1,low,True,"The candidate has a fundamental misunderstanding of what a functional interface is. A functional interface must have *exactly one* abstract method, not 'many abstract methods but one main one'. Furthermore, the @FunctionalInterface annotation does not 'identify a main method'; its primary purpose is to enforce the single abstract method rule at compile time and improve readability. The core definition provided is incorrect.",Mentions the @FunctionalInterface annotation; Connects functional interfaces to lambda expressions,"Exactly one abstract method (fundamental definition); Ability to have multiple default or static methods; Purpose of the @FunctionalInterface annotation (compile-time check for single abstract method, readability); Functional interfaces as target types for lambda expressions",5236,2026-05-12T09:52:43.785633,
gemini_flash_en_run1,gemini-2.5-flash,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate fundamentally misunderstands the Garbage Collector's scope and mechanism. The GC operates on the heap to manage objects that are no longer reachable, not on the stack to remove local variables. Local variables are managed by the JVM's stack frames and are deallocated when a method returns.",Mentions that memory is freed automatically,"Garbage Collector operates on the heap; Manages objects, not local variables; Concept of reachability; GC roots; Mark-and-sweep algorithm (or other GC algorithms); Generational GC (Young/Old generations); Minor vs. Major GC; Stop-the-world events",6851,2026-05-12T09:52:50.938415,
gemini_flash_en_run1,gemini-2.5-flash,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.05,low,True,"The candidate has completely inverted the definitions of `map()` and `flatMap()`. `map()` performs a one-to-one transformation, while `flatMap()` is used for flattening nested structures by transforming each element into a stream of zero or more elements and then concatenating these streams.",,Correct definition of map(); Correct definition of flatMap(); One-to-one transformation nature of map(); One-to-many transformation and flattening nature of flatMap(),4519,2026-05-12T09:52:55.759206,
gemini_flash_en_run1,gemini-2.5-flash,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.1,low,True,"The answer provides a very high-level, abstract description of the Garbage Collector's purpose and benefits. It completely lacks any concrete technical details about *how* it works, which was a core part of the question. Key concepts like generational hypothesis, GC roots, different phases, or specific algorithms are entirely absent.","Correctly identifies GC as a Java mechanism for automatic memory management.; Mentions the benefits of GC, such as ensuring optimal performance and eliminating memory-related problems.","Specific purpose of reclaiming memory from unreachable objects.; Generational hypothesis (Young, Old, Metaspace/Permanent generations).; GC roots and reachability.; Phases of garbage collection (Mark, Sweep, Compact/Copy).; Different types of Garbage Collectors (e.g., Serial, Parallel, CMS, G1, ZGC, Shenandoah).; Stop-the-world events.; Heap structure.",6043,2026-05-12T09:53:02.102974,
gemini_flash_en_run1,gemini-2.5-flash,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.15,low,True,"The candidate's answer describes some high-level benefits and the general purpose of encapsulation but fails to provide a technical definition or explain how it is achieved. It lacks concrete details about bundling data and methods, data hiding, or the use of access modifiers, which are fundamental to understanding encapsulation.","Identifies encapsulation as an important principle of object-oriented programming; Mentions high-level benefits like better organization, cleaner code, and security","Definition of bundling data (attributes) and methods (functions) into a single unit (class); Data hiding / Information hiding as a core aspect; Mechanism of achieving encapsulation using access modifiers (e.g., private, public); Protecting the internal state of an object; Providing controlled access to data through public methods (getters/setters)",5950,2026-05-12T09:53:08.354695,
gemini_flash_en_run1,gemini-2.5-flash,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.15,low,True,"The candidate's answer correctly identifies the introduction of lambda expressions in Java 8 and touches upon their general benefits. However, it completely misses the technical definition of what a lambda expression *is*, failing to mention its nature as an anonymous method, its role in functional programming (treating code as data/behavior), or its fundamental syntax. The answer is vague and lacks concrete technical details.",Correctly identifies that lambda expressions were introduced in Java 8; Mentions general benefits like code simplification and conciseness,"Definition as a concise way to write an anonymous method; Concept of treating code as data or behavior; Ability to pass behavior (functions) as arguments to methods; The actual syntax of a lambda expression (e.g., `(parameters) -> { method body }`)",5334,2026-05-12T09:53:13.990097,
gemini_flash_en_run1,gemini-2.5-flash,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.2,low,True,"The answer is too high-level and lacks the core technical details of the Open/Closed Principle. It only vaguely touches upon the 'closed for modification' aspect and completely misses the 'open for extension' part, as well as the common techniques used to achieve it.",Recognizes OCP as a principle of good software design; Understands the general goal of avoiding future modifications to existing code,"The 'open for extension' part of the principle; The mechanism for achieving OCP (e.g., through abstraction, interfaces, abstract classes, polymorphism); The distinction between modifying existing code and extending functionality; Concrete examples of how OCP is applied",5118,2026-05-12T09:53:19.409884,
gemini_flash_en_run1,gemini-2.5-flash,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.4,partial,False,"The candidate provides a correct conceptual definition of abstraction and one of its benefits. However, the answer lacks technical depth, failing to mention concrete ways abstraction is achieved in Java, such as through abstract classes and interfaces, which is crucial for a Junior Java Developer role.","Provides a correct high-level definition of abstraction (hiding irrelevant details, showing important ones).; Mentions a key benefit (simpler to use).","Specific mechanisms to achieve abstraction in Java (e.g., abstract classes, interfaces).; The concept of 'designing to an interface, not an implementation'.; Other benefits of abstraction beyond simplicity (e.g., maintainability, reusability, security).",7484,2026-05-12T09:53:27.195120,
gemini_flash_en_run1,gemini-2.5-flash,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.1,low,True,"The answer is very high-level and lacks concrete technical details. It does not explain the fundamental differences in their nature, recoverability, handling mechanisms (checked vs. unchecked), or their position in the Java exception hierarchy. Specific examples would also have strengthened the answer.",Acknowledges that Errors and Exceptions are different types of problems in a Java application; Correctly states that both are part of the JVM's error handling system,"Inheritance hierarchy (both extend java.lang.Throwable); Nature of the problems they represent (Errors for serious, unrecoverable system-level issues; Exceptions for recoverable application-level issues); Checked vs. Unchecked distinction (Errors are unchecked; Exceptions can be checked or unchecked via RuntimeException); Typical handling strategies (Errors are generally not caught; Exceptions are often caught and handled); Specific examples of common Errors (e.g., OutOfMemoryError, StackOverflowError); Specific examples of common Exceptions (e.g., IOException, NullPointerException, IllegalArgumentException)",5961,2026-05-12T09:53:33.457583,
gemini_flash_en_run1,gemini-2.5-flash,31,Core Java,What are the access modifiers in Java and how do they differ?,"Access modifiers are a very important part of the Java language that allows programmers to control the visibility and accessibility of code elements in an appropriate way, which is key for security and good application architecture.",waffle,low,0.1,low,True,"The candidate provided a high-level, conceptual definition of what access modifiers do and why they are important. However, the answer completely failed to list the actual access modifiers in Java or explain how they differ in terms of their specific visibility and accessibility rules. It lacks any concrete technical details required to answer the question fully.",Correctly identifies the general purpose of access modifiers (controlling visibility and accessibility); Mentions the benefits of using access modifiers (security and good application architecture),"Listing the specific access modifiers in Java (public, protected, default/package-private, private); Explaining the scope and visibility rules for each access modifier; Detailing how the access modifiers differ from each other in practice; Discussing where access modifiers can be applied (classes, methods, fields, constructors)",7563,2026-05-12T09:53:41.322749,
gemini_flash_en_run1,gemini-2.5-flash,32,OOP,What is the difference between aggregation and composition?,Aggregation and composition are two types of relationships between objects in object-oriented programming. They differ in the strength of the coupling between objects and have different use cases depending on how objects are related in a given system.,waffle,low,0.15,low,True,"The answer is extremely high-level and lacks any concrete technical details. While it correctly states that aggregation and composition are object relationships and differ in coupling strength, it fails to elaborate on *how* they differ. A strong answer would define each relationship, explain the lifecycle dependency (or lack thereof), discuss ownership, provide clear examples, and distinguish between 'has-a' and 'part-of' semantics.",Correctly identifies aggregation and composition as types of relationships between objects in OOP; Mentions that they differ in the strength of coupling,"Specific definition of aggregation (weak association, independent lifecycle of parts, 'has-a' relationship); Specific definition of composition (strong association, dependent lifecycle of parts, exclusive ownership, 'part-of' relationship); Examples illustrating both aggregation and composition; Explanation of how the destruction of the whole affects the parts in each relationship; The concept of shared parts in aggregation versus exclusive parts in composition",6084,2026-05-12T09:53:47.709409,
gemini_flash_en_run1,gemini-2.5-flash,33,Core Java,What is the difference between the == operator and the equals() method?,"It depends on the context and the types being used. In some situations both behave the same way, in others differently. You need to check the documentation for the specific class.",evasive,low,0.1,low,True,"The answer is too vague and lacks concrete technical details. While it correctly states that behavior depends on context and types, it fails to explain *how* it depends, specifically regarding primitive vs. reference types, and the fundamental difference between comparing references (object identity) and comparing values (value equality, often implemented via an overridden equals() method).",Acknowledges that the behavior can differ based on context and types.,Difference in behavior for primitive types vs. reference types with '==' operator.; The '==' operator compares memory addresses (object identity) for reference types.; The default implementation of 'equals()' in the Object class (which behaves like '==').; The ability to override the 'equals()' method to provide value/logical equality.; The concept of object identity vs. value equality.,5908,2026-05-12T09:53:53.918440,
gemini_flash_en_run1,gemini-2.5-flash,34,Core Java,What is the Stream API?,"I have used the Stream API in several projects and it works very well for processing collections. It is hard for me to explain exactly in words, but in practice I know how to use it.",evasive,low,0.1,low,True,"The candidate explicitly states an inability to explain what the Stream API is, which is a significant concern for a technical role. While they claim practical experience and mention a high-level use case, the answer lacks any technical definition, details, or conceptual understanding required to answer 'What is it?'.","Acknowledges having used the Stream API; Correctly identifies 'processing collections' as a use case, albeit vaguely","Definition of Stream API (e.g., sequence of elements, functional programming construct); Introduction in Java 8; Key characteristics (e.g., non-modifying, lazy evaluation, pipelining); Types of operations (intermediate vs. terminal); Examples of common operations (e.g., filter, map, reduce, collect); Support for parallel processing; Declarative nature",6667,2026-05-12T09:54:00.887062,
gemini_flash_en_run1,gemini-2.5-flash,35,Core Java,What does the synchronized keyword mean?,synchronized is used in multithreading when we have multiple threads. It ensures that the code works correctly in such situations.,evasive,low,0.15,low,True,"The answer correctly places 'synchronized' in the context of multithreading and its general goal of ensuring correctness. However, it is extremely vague and lacks any concrete technical details. It fails to explain *how* 'synchronized' achieves correctness, missing fundamental concepts like mutual exclusion, intrinsic locks, preventing race conditions, and memory visibility.",Correctly identifies that 'synchronized' is used in multithreading.; Correctly states its general purpose is to ensure code works correctly in such situations.,Thread safety; Race conditions; Mutual exclusion; Intrinsic locks (monitors); Application to methods vs. code blocks; Memory visibility (happens-before relationship); Reentrancy,6973,2026-05-12T09:54:08.161598,
