experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
gemini_flash_pure_run1,gemini-2.5-flash,pure,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.45,partial,True,"The answer correctly identifies the core idea of a class doing 'one thing' and provides a good practical example of separating business logic from database access. To improve, elaborate on what 'one thing' truly means in the context of SRP, specifically mentioning that a class should have 'only one reason to change'. Additionally, discussing the benefits of adhering to SRP, such as improved maintainability, testability, and reduced coupling, would demonstrate a deeper understanding.",Identifies the core concept of a class having a single focus.; Provides a practical and common example of SRP application (separation of concerns between business logic and data access).,"The precise definition of 'single responsibility' as 'one reason to change'.; Explanation of the benefits of adhering to SRP (e.g., improved maintainability, testability, reduced coupling, easier refactoring).; Elaboration on what constitutes a 'responsibility' in the context of SRP.",6110,2026-05-12T15:09:54.185875,
gemini_flash_pure_run1,gemini-2.5-flash,pure,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.65,correct,False,"The candidate provides a correct high-level overview of the differences between Errors and Exceptions, including their common superclass and general handling guidelines. However, the answer lacks depth, particularly regarding the crucial distinction between checked and unchecked exceptions within the Exception hierarchy. A more comprehensive answer would also elaborate on the typical causes, recoverability, and provide specific examples for each type.","Correctly identifies Throwable as the common superclass for both Errors and Exceptions.; Accurately distinguishes the severity of Errors versus Exceptions.; Correctly states the general handling philosophy: Exceptions are typically handled with try-catch, while Errors, though technically catchable, should generally not be caught.","Distinction between checked and unchecked exceptions (a fundamental concept within the Exception hierarchy).; Explicit discussion of recoverability (Errors are generally unrecoverable, while Exceptions are often recoverable programmatically).; Typical causes or sources for each (Errors often indicate JVM or system-level issues, Exceptions often indicate application-level issues or expected external conditions).; Providing concrete examples for both Errors (e.g., OutOfMemoryError, StackOverflowError) and Exceptions (e.g., IOException, NullPointerException).",8015,2026-05-12T15:10:02.501494,
gemini_flash_pure_run1,gemini-2.5-flash,pure,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.35,partial,True,"The candidate has a basic understanding of `map()` but lacks technical depth. For `flatMap()`, the candidate correctly identifies 'flattening' but explicitly admits not knowing how it works, which is a significant gap. The answer misses the fundamental difference in the type of function each method expects and how `flatMap()` concatenates the streams produced by its mapper function.",Correctly identified that map() transforms each element of a stream.; Recognized that flatMap() involves some form of flattening.,"The specific type of function (Function<T, R>) that map() expects as an argument.; The fact that map() maintains a one-to-one correspondence between input and output elements.; The specific type of function (Function<T, Stream<R>>) that flatMap() expects as an argument.; The crucial detail that the function passed to flatMap() must return a Stream (or Optional, or Array), which flatMap() then 'flattens' by concatenating these inner streams into a single output stream.; The concept of one-to-many (or one-to-zero) mapping that flatMap() enables, unlike map()'s one-to-one mapping.; Concrete examples of use cases for flatMap(), such as processing a Stream of Lists into a single Stream of elements.",6509,2026-05-12T15:10:09.310804,
gemini_flash_pure_run1,gemini-2.5-flash,pure,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.5,partial,True,"The candidate correctly states the primary function of `synchronized` as ensuring mutual exclusion for shared data. However, the answer lacks depth regarding the underlying mechanism (intrinsic locks), how these locks are acquired for different types of synchronized constructs, and critically, the memory visibility guarantees that `synchronized` provides in addition to mutual exclusion.",Correctly identifies that synchronized ensures mutual exclusion (only one thread at a time).; Correctly identifies its use case for protecting shared data.; Correctly notes that it can be applied to methods or blocks of code.,"Underlying mechanism (intrinsic lock/monitor lock).; How the lock is acquired for different synchronized constructs (e.g., 'this' object for instance methods, Class object for static methods, specified object for synchronized blocks).; Memory visibility guarantees (happens-before relationship) provided by synchronized.; Reentrancy of synchronized locks.",6832,2026-05-12T15:10:16.443547,
gemini_flash_pure_run1,gemini-2.5-flash,pure,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.6,partial,True,"The candidate correctly identifies data hiding using private fields and controlled access via getters/setters as key aspects of encapsulation. However, the answer lacks the broader definition of encapsulation, which involves bundling data and behavior together and hiding the internal implementation details of a class. This principle allows for greater maintainability, flexibility, and the ability to enforce data integrity by controlling how the internal state can be modified.",Correctly identifies the use of 'private' access modifier for fields.; Mentions the role of public getters and setters in providing controlled access.; Understands the fundamental purpose of controlling data access.,The broader definition of encapsulation as bundling data and methods that operate on that data into a single unit (a class).; The concept of hiding internal implementation details (not just data) from the outside world.; The benefit of being able to change the internal implementation of a class without affecting external code.; The ability to enforce data integrity and validation logic within the methods (getters/setters or other public methods).,7502,2026-05-12T15:10:24.246274,
gemini_flash_pure_run1,gemini-2.5-flash,pure,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.45,partial,True,"The candidate provides a basic understanding of lambda expressions, including their purpose as a shorthand and a correct syntax example. However, the answer lacks significant technical depth. The most critical missing concept is the role of 'functional interfaces' in Java, which are fundamental to how lambda expressions work. Without mentioning functional interfaces, the explanation of lambdas in Java is incomplete.",Correctly identifies lambda expressions as a shorthand notation for anonymous methods/functions.; Provides a syntactically correct example of a lambda expression.; Accurately states that lambdas help write shorter code compared to anonymous inner classes.,Functional Interfaces (the core concept that enables lambda expressions in Java); Target Type Inference; Lexical scoping of 'this' keyword; Requirement for effectively final local variables; Method references (often discussed alongside lambdas),6296,2026-05-12T15:10:30.843400,
gemini_flash_pure_run1,gemini-2.5-flash,pure,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.35,partial,False,"The candidate correctly identified that the String Pool stores string literals and helps save memory by reusing objects with the same value. However, a critical error was made in stating that it resides in 'stack memory'; the String Pool is part of the Heap. The answer also lacked depth, missing details such as the `String.intern()` method, the distinction between string literals and `new String()` objects, and the fundamental role of String immutability.",Correctly identified that string literals are stored in the String Pool.; Understood that the String Pool helps save memory by reusing objects for identical string values.,"Incorrectly identified the memory location (stated 'stack memory' instead of 'heap memory' or 'Metaspace').; Did not mention the `String.intern()` method.; Did not differentiate between string literals and `new String()` objects in relation to the pool.; Did not mention the immutability of String objects, which is crucial for the String Pool's design.; Did not mention the evolution of the String Pool's location within the JVM memory (e.g., from PermGen to Heap).",6757,2026-05-12T15:10:37.901552,
gemini_flash_pure_run1,gemini-2.5-flash,pure,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.1,low,True,"The candidate correctly identified the '...' notation for varargs. However, the core definition provided is incorrect. Varargs allows passing zero or more arguments, not 'exactly one'. Crucially, varargs parameters are internally handled as an array by the Java compiler, meaning an array *is* created and passed to the method. This indicates a fundamental misunderstanding of how varargs works under the hood.",Correctly identified the '...' notation used in the method signature for varargs.,"Varargs allows passing zero or more arguments of a specified type, not 'exactly one'.; Varargs parameters are internally treated as an array of the specified type by the Java compiler.; The convenience of varargs is that the caller doesn't explicitly create an array, but the method receives an array.; Varargs must be the last parameter in a method's parameter list.; A method can have only one varargs parameter.",4557,2026-05-12T15:10:42.759581,
gemini_flash_pure_run1,gemini-2.5-flash,pure,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate incorrectly states that an abstract class can be instantiated directly. Abstract classes cannot be instantiated using `new AbstractClass()`. While the candidate might be attempting to describe anonymous inner classes, their explanation of 'implement all abstract methods inside the constructor' is technically inaccurate and demonstrates a fundamental misunderstanding of how abstract classes are used and instantiated via concrete subclasses.",,Direct instantiation of abstract classes is forbidden; Abstract classes must be subclassed to be instantiated; Anonymous inner classes as a form of subclassing; Correct syntax and mechanism for anonymous inner classes; Distinction between an abstract class and its concrete subclass,5876,2026-05-12T15:10:48.936334,
gemini_flash_pure_run1,gemini-2.5-flash,pure,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.1,low,True,"The candidate has completely swapped the definitions and examples for aggregation and composition. In composition, the child object's lifecycle is strongly dependent on the parent, meaning it cannot exist independently (e.g., a Room cannot exist without a Building). In aggregation, the child object can exist independently of the parent (e.g., a Professor can exist without a specific Department). The provided examples were also misattributed.",Attempted to provide examples for both concepts.; Understood that both concepts describe a relationship between objects.,Correct definition of Composition; Correct definition of Aggregation; Lifecycle dependency in Composition; Lifecycle independence in Aggregation; Strong vs. weak association; Correct examples for Composition; Correct examples for Aggregation,6932,2026-05-12T15:10:56.169437,
gemini_flash_pure_run1,gemini-2.5-flash,pure,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.1,low,True,"The candidate has a fundamental misunderstanding of the Open/Closed Principle. While they correctly identify that it relates to not modifying existing code, they completely miss the 'open for extension' aspect. Their interpretation of 'closed for modification' as making classes 'final' is incorrect and directly contradicts the principle, as 'final' classes prevent extension. The principle is typically achieved through abstraction and polymorphism, allowing new behaviors to be added without altering existing, tested code.",Candidate attempts to define 'closed for modification'.,"The 'open for extension' part of the principle; Correct interpretation of 'closed for modification'; Mechanisms to achieve OCP (e.g., abstraction, interfaces, abstract classes, polymorphism); The purpose and benefits of OCP",6577,2026-05-12T15:11:03.047598,
gemini_flash_pure_run1,gemini-2.5-flash,pure,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.1,low,True,"The candidate's definition of a functional interface is incorrect. A functional interface must have *exactly one* abstract method, not 'many abstract methods but one main one'. The `@FunctionalInterface` annotation serves as a compile-time check to ensure this rule is met; it does not 'identify' a main method. Lambda expressions are used to provide an implementation for this single abstract method.",Mentions the @FunctionalInterface annotation; Connects functional interfaces to lambda expressions,Correct definition of a functional interface (must have exactly one abstract method); Purpose of the @FunctionalInterface annotation (compile-time check for the single abstract method rule); Understanding that default and static methods do not count towards the abstract method count,4627,2026-05-12T15:11:07.975185,
gemini_flash_pure_run1,gemini-2.5-flash,pure,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate fundamentally misunderstands the Garbage Collector's operation. The GC works on the heap to reclaim memory from unreachable objects, not on the stack to remove local variables. The management of local variables on the stack is handled by the JVM's stack frame mechanism, which is distinct from the Garbage Collector's responsibilities.","Mentions automatic memory freeing, which is a high-level goal of the Garbage Collector.","Garbage Collector operates on the heap, not the stack.; Garbage Collector reclaims memory occupied by unreachable objects, not local variables.; Concept of object reachability.; Distinction between stack memory management (for local variables and method calls) and heap memory management (for objects).; Basic principles of how GC identifies and reclaims memory (e.g., mark-and-sweep, generational hypothesis).",5437,2026-05-12T15:11:13.713109,
gemini_flash_pure_run1,gemini-2.5-flash,pure,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.1,low,True,"The candidate has completely swapped the definitions and functionalities of `map()` and `flatMap()`. The description provided for `flatMap()` actually describes `map()`, and the description for `map()` actually describes `flatMap()`. This indicates a fundamental misunderstanding of these core Stream API operations.","Attempted to differentiate between the two methods; Used relevant terminology like 'transform' and 'flattening nested structures'; Provided a relevant example structure (Stream<List<String>> to Stream<String>), though attributed to the wrong method","Correct definition and purpose of `map()` (1-to-1 transformation); Correct definition and purpose of `flatMap()` (1-to-many transformation by flattening inner streams); The fundamental difference in the type of function argument each method expects (Function<T, R> for map vs. Function<T, Stream<? extends R>> for flatMap); The impact on the number of elements in the resulting stream for each operation",5449,2026-05-12T15:11:19.462611,
gemini_flash_pure_run1,gemini-2.5-flash,pure,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.25,low,True,"The candidate correctly identifies the purpose of the Garbage Collector as an automatic memory management mechanism. However, the answer is entirely descriptive of its benefits and purpose, completely lacking any technical details on *how* it actually works. For a junior developer, a basic understanding of concepts like heap memory, object reachability, and the general principles of how objects are identified for collection (e.g., mark-and-sweep) is expected. The claims about 'optimal system performance' and 'eliminating memory-related problems' are also overstatements, as GC itself introduces overhead and doesn't solve all memory-related issues.",Correctly identifies the Garbage Collector as an automatic memory management mechanism in Java.; Highlights its role in managing application memory.,"Explanation of how the Garbage Collector actually works (e.g., reachability, object graph traversal).; Heap memory structure (e.g., Young Generation, Old Generation, Metaspace).; Basic GC algorithms (e.g., Mark-and-Sweep, Copying, Compacting).; Concept of 'Stop-the-World' pauses.; Different types of GC algorithms (e.g., Serial, Parallel, CMS, G1, ZGC, Shenandoah).; Root objects.; Different reference types (strong, soft, weak, phantom).",8364,2026-05-12T15:11:28.127335,
gemini_flash_pure_run1,gemini-2.5-flash,pure,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.15,low,True,"The candidate correctly identifies encapsulation as an important OOP principle and its general benefits. However, the answer is entirely high-level and lacks any concrete technical details. It fails to explain what encapsulation *is* in terms of bundling data and methods, or *how* it is achieved in Java, such as through data hiding using access modifiers and providing controlled access via public methods (getters/setters). The explanation of 'proper structuring' is too vague to be considered a technical detail.","Correctly identifies encapsulation as an important OOP principle; Mentions benefits such as better organization, clean, and secure code","Bundling of data (attributes) and methods (behaviors) into a single unit (class); Data hiding / Information hiding; Use of access modifiers (e.g., 'private') to restrict direct access to internal state; Providing controlled access to data through public methods (getters/setters); Protecting the internal state and maintaining object invariants",5379,2026-05-12T15:11:33.808309,
gemini_flash_pure_run1,gemini-2.5-flash,pure,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.1,low,True,"The answer correctly states when lambda expressions were introduced and their general benefits. However, it completely lacks any technical definition or details about what a lambda expression actually *is*, its syntax, or its fundamental purpose in relation to functional interfaces. For a technical role, a deeper understanding of the underlying concepts is expected.",Correctly identifies Java 8 as the introduction version; Correctly identifies general benefits like code conciseness and maintainability,"Technical definition of a lambda expression (e.g., an anonymous function); Syntax of lambda expressions (e.g., `(parameters) -> { body }`); Primary use case: implementing functional interfaces; Relationship to anonymous inner classes (as a more concise alternative); Concept of functional interfaces themselves",5287,2026-05-12T15:11:39.396667,
gemini_flash_pure_run1,gemini-2.5-flash,pure,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.2,low,True,"The candidate correctly identifies OCP as a principle of good software design and hints at the 'closed for modification' aspect. However, the answer is very vague and incomplete. It entirely misses the crucial 'open for extension' part of the principle and does not explain *how* OCP is achieved (e.g., through abstraction and polymorphism). A complete answer would define both aspects and elaborate on the techniques used to implement it.",Identifies OCP as a principle of good software design; Touches upon the idea of avoiding future modifications,"The 'open for extension' part of the principle; The mechanism for achieving OCP (e.g., abstraction, interfaces, inheritance, polymorphism); The distinction between modifying existing code and adding new code; The specific definition: 'Software entities should be open for extension, but closed for modification.'",6777,2026-05-12T15:11:46.474637,
gemini_flash_pure_run1,gemini-2.5-flash,pure,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.3,partial,False,"The candidate provides a high-level, non-technical definition of abstraction, correctly identifying that it involves showing only relevant information and hiding details to simplify usage. However, the answer lacks technical depth crucial for a Junior Java Developer. It fails to mention the primary mechanisms for achieving abstraction in Java (abstract classes and interfaces) and doesn't clearly distinguish it from encapsulation. The answer also misses the concept of defining a contract or API.",Identifies the core idea of focusing on essential information and hiding irrelevant details.; Recognizes that it simplifies code usage.,"Lack of mention of Java-specific mechanisms (abstract classes, interfaces); Failure to distinguish abstraction from encapsulation/information hiding; No discussion of defining a contract or API; Lack of connection to OOP design principles (e.g., designing classes based on essential characteristics); No concrete examples",8871,2026-05-12T15:11:55.646390,
