experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
gemini_flash_pure_run2,gemini-2.5-flash,pure,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.65,correct,False,"The candidate correctly identifies the core idea of SRP and provides a good, practical example of its application by separating business logic from database access. However, the definition could be more precise by stating that a class should have only one *reason to change*. Elaborating on the benefits of adhering to SRP would also strengthen the answer.",Correctly identifies the core concept of a class having a single responsibility.; Provides a practical and relevant example of SRP application (separation of business logic and database access).,"The more precise definition of SRP: 'a class should have only one reason to change.'; Discussion of the benefits of applying SRP (e.g., improved maintainability, testability, reduced coupling, increased cohesion).; Other common examples of SRP application.",6798,2026-05-12T17:11:15.274394,
gemini_flash_pure_run2,gemini-2.5-flash,pure,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.65,correct,False,"The candidate provides a correct high-level overview of the differences between Errors and Exceptions, including their common superclass and general handling guidelines. However, the answer lacks depth, particularly regarding the crucial distinction between checked and unchecked exceptions within the Exception hierarchy. A more comprehensive answer would also elaborate on the typical causes, recoverability, and provide specific examples for each type.","Correctly identifies Throwable as the common superclass for both Errors and Exceptions.; Accurately distinguishes the severity of Errors versus Exceptions.; Correctly states the general handling philosophy: Exceptions are typically handled with try-catch, while Errors, though technically catchable, should generally not be caught.","Distinction between checked and unchecked exceptions (a fundamental concept within the Exception hierarchy).; Explicit discussion of recoverability (Errors are generally unrecoverable, while Exceptions are often recoverable programmatically).; Typical causes or sources for each (Errors often indicate JVM or system-level issues, Exceptions often indicate application-level issues or expected external conditions).; Providing concrete examples for both Errors (e.g., OutOfMemoryError, StackOverflowError) and Exceptions (e.g., IOException, NullPointerException).",8747,2026-05-12T17:11:24.322518,
gemini_flash_pure_run2,gemini-2.5-flash,pure,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.3,partial,True,"The candidate provides a basic understanding of map() but lacks depth. For flatMap(), the candidate correctly identifies the concept of flattening but admits uncertainty and fails to explain the crucial technical detail that the mapping function for flatMap() must return a Stream, which is then concatenated with other resulting streams. The answer lacks technical specifics regarding function signatures, return types, and the fundamental difference in how the output stream is constructed.",Correctly identifies that map() transforms each element of the stream.; Recognizes that flatMap() is related to flattening collections.,"The specific return type of the function passed to map() (a single element).; The specific return type of the function passed to flatMap() (a Stream).; The mechanism by which flatMap() 'flattens' (i.e., concatenating the streams produced by the mapping function into a single stream).; The one-to-one vs. one-to-many transformation aspect of map() vs. flatMap().; The impact on the number of elements in the resulting stream for both operations.; Lack of concrete examples or deeper technical explanation for either method.",7518,2026-05-12T17:11:32.141653,
gemini_flash_pure_run2,gemini-2.5-flash,pure,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.55,partial,True,"The candidate correctly states the primary purpose of `synchronized` in ensuring that only one thread executes a critical section at a time when dealing with shared data. However, the answer lacks technical depth. It does not explain the underlying mechanism (intrinsic locks/monitors), what object is locked, or the crucial memory visibility guarantees provided by `synchronized` (the happens-before relationship), which is vital for correct concurrent programming beyond just mutual exclusion.",Correctly identifies mutual exclusion as a core function.; Correctly identifies its use case in scenarios with shared data among multiple threads.,"Intrinsic lock / Monitor concept; The object on which synchronization occurs (e.g., 'this' for instance methods, Class object for static methods, or a specified object for synchronized blocks); Memory visibility guarantees (happens-before relationship); Prevention of race conditions and data inconsistency; Reentrancy of locks",5765,2026-05-12T17:11:38.207218,
gemini_flash_pure_run2,gemini-2.5-flash,pure,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.6,partial,True,"The candidate correctly identifies data hiding using private fields and controlled access via getters/setters as key aspects of encapsulation. However, the answer lacks the broader definition of encapsulation, which involves bundling data and behavior together and hiding the internal implementation details of a class. This principle allows for greater maintainability, flexibility, and the ability to enforce data integrity by controlling how the internal state can be modified.",Correctly identifies the use of 'private' access modifier for fields.; Mentions the role of public getters and setters in providing controlled access.; Understands the fundamental purpose of controlling data access.,The broader definition of encapsulation as bundling data and methods that operate on that data into a single unit (a class).; The concept of hiding internal implementation details (not just data) from the outside world.; The benefit of being able to change the internal implementation of a class without affecting external code.; The ability to enforce data integrity and validation logic within the methods (getters/setters or other public methods).,7666,2026-05-12T17:11:46.174588,
gemini_flash_pure_run2,gemini-2.5-flash,pure,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.35,partial,True,"The candidate provides a basic understanding of lambda expressions, correctly identifying their purpose as a shorthand for anonymous inner classes and demonstrating knowledge of the syntax. However, the answer lacks crucial technical depth, most notably failing to mention 'functional interfaces,' which are fundamental to how lambda expressions work in Java. Without this concept, the explanation is incomplete and superficial. Further details on type inference and common use cases would also strengthen the answer.","Understands that lambdas provide a shorthand notation for code.; Correctly identifies the basic syntax structure (parameters, arrow, body).; Correctly identifies a primary benefit: reducing boilerplate compared to anonymous inner classes.","Functional Interfaces (the core concept that lambdas implement); Type inference in lambda expressions; Contexts where lambdas are typically used (e.g., Stream API, `Runnable`, `Comparator`); Method references (often discussed alongside lambdas); Lexical scoping of `this` compared to anonymous inner classes",6046,2026-05-12T17:11:52.522341,
gemini_flash_pure_run2,gemini-2.5-flash,pure,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.35,partial,False,"The candidate correctly identifies the purpose of the String Pool in storing string literals and saving memory through object reuse. However, a critical error is made by stating that the String Pool resides in stack memory; it is actually located in the Heap. The answer also lacks depth regarding the `intern()` method and the different ways strings interact with the pool.",Understands that the String Pool stores string literals.; Recognizes that it promotes memory saving by reusing identical string objects.,"Correct memory location of the String Pool (it's in the Heap, not the Stack).; The role of the `String.intern()` method.; The distinction between string literals and `new String()` objects in relation to the pool.; The immutability of String objects as a prerequisite for the String Pool's effectiveness.",6466,2026-05-12T17:11:59.290212,
gemini_flash_pure_run2,gemini-2.5-flash,pure,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.1,low,True,"The candidate correctly identified the '...' notation for varargs. However, the core definition provided is incorrect. Varargs allows passing zero or more arguments, not 'exactly one'. Crucially, varargs parameters are internally handled as an array by the Java compiler, meaning an array *is* created and passed to the method. This indicates a fundamental misunderstanding of how varargs works under the hood.",Correctly identified the '...' notation used in the method signature for varargs.,"Varargs allows passing zero or more arguments of a specified type, not 'exactly one'.; Varargs parameters are internally treated as an array of the specified type by the Java compiler.; The convenience of varargs is that the caller doesn't explicitly create an array, but the method receives an array.; Varargs must be the last parameter in a method's parameter list.; A method can have only one varargs parameter.",4513,2026-05-12T17:12:04.104803,
gemini_flash_pure_run2,gemini-2.5-flash,pure,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate incorrectly states that an abstract class can be instantiated directly. Abstract classes cannot be instantiated using `new AbstractClass()`. While the candidate might be attempting to describe anonymous inner classes, their explanation of 'implement all abstract methods inside the constructor' is technically inaccurate and demonstrates a fundamental misunderstanding of how abstract classes are used and instantiated via concrete subclasses.",,Direct instantiation of abstract classes is forbidden; Abstract classes must be subclassed to be instantiated; Anonymous inner classes as a form of subclassing; Correct syntax and mechanism for anonymous inner classes; Distinction between an abstract class and its concrete subclass,5622,2026-05-12T17:12:10.027575,
gemini_flash_pure_run2,gemini-2.5-flash,pure,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.1,low,True,"The candidate has completely swapped the definitions and examples for aggregation and composition. In composition, the child object's lifecycle is strongly dependent on the parent, meaning it cannot exist independently (e.g., a Room cannot exist without a Building). In aggregation, the child object can exist independently of the parent (e.g., a Professor can exist without a specific Department). The provided examples were also misattributed.",Attempted to provide examples for both concepts.; Understood that both concepts describe a relationship between objects.,Correct definition of Composition; Correct definition of Aggregation; Lifecycle dependency in Composition; Lifecycle independence in Aggregation; Strong vs. weak association; Correct examples for Composition; Correct examples for Aggregation,7050,2026-05-12T17:12:17.378412,
gemini_flash_pure_run2,gemini-2.5-flash,pure,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.1,low,True,"The candidate has a fundamental misunderstanding of the Open/Closed Principle. While they correctly identify that it relates to not modifying existing code, they completely miss the 'open for extension' aspect. Their interpretation of 'closed for modification' as making classes 'final' is incorrect and directly contradicts the principle, as 'final' classes prevent extension. The principle is typically achieved through abstraction and polymorphism, allowing new behaviors to be added without altering existing, tested code.",Candidate attempts to define 'closed for modification'.,"The 'open for extension' part of the principle; Correct interpretation of 'closed for modification'; Mechanisms to achieve OCP (e.g., abstraction, interfaces, abstract classes, polymorphism); The purpose and benefits of OCP",6890,2026-05-12T17:12:24.569641,
gemini_flash_pure_run2,gemini-2.5-flash,pure,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.1,low,True,"The candidate's definition of a functional interface is incorrect. A functional interface must have *exactly one* abstract method, not 'many abstract methods but one main one'. The `@FunctionalInterface` annotation serves as a compile-time check to ensure this rule is met; it does not 'identify' a main method. Lambda expressions are used to provide an implementation for this single abstract method.",Mentions the @FunctionalInterface annotation; Connects functional interfaces to lambda expressions,Correct definition of a functional interface (must have exactly one abstract method); Purpose of the @FunctionalInterface annotation (compile-time check for the single abstract method rule); Understanding that default and static methods do not count towards the abstract method count,4529,2026-05-12T17:12:29.399201,
gemini_flash_pure_run2,gemini-2.5-flash,pure,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate fundamentally misunderstands the Garbage Collector's operation. The GC works on the heap to reclaim memory from unreachable objects, not on the stack to remove local variables. The management of local variables on the stack is handled by the JVM's stack frame mechanism, which is distinct from the Garbage Collector's responsibilities.","Mentions automatic memory freeing, which is a high-level goal of the Garbage Collector.","Garbage Collector operates on the heap, not the stack.; Garbage Collector reclaims memory occupied by unreachable objects, not local variables.; Concept of object reachability.; Distinction between stack memory management (for local variables and method calls) and heap memory management (for objects).; Basic principles of how GC identifies and reclaims memory (e.g., mark-and-sweep, generational hypothesis).",5315,2026-05-12T17:12:35.015240,
gemini_flash_pure_run2,gemini-2.5-flash,pure,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.1,low,True,"The candidate has completely swapped the definitions and examples of `map()` and `flatMap()`. The description provided for `flatMap()` actually describes `map()`, and vice-versa. `map()` transforms each element into exactly one other element, while `flatMap()` is used for flattening nested structures by transforming each element into a stream of zero or more elements, and then concatenating these streams into a single stream.",,Correct definition and purpose of Stream.map(); Correct definition and purpose of Stream.flatMap(); The key difference in how they handle the return type of the mapping function (single element vs. stream of elements to be flattened),4608,2026-05-12T17:12:39.923932,
gemini_flash_pure_run2,gemini-2.5-flash,pure,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.15,low,True,"The candidate provides a very high-level description of what the Garbage Collector is and its general purpose, but completely fails to explain *how* it works, which was a core part of the question. The claims about 'ensuring optimal system performance' and 'eliminating memory-related problems' are also overstatements, as GC can introduce performance overheads (pauses) and doesn't eliminate all memory issues. The answer lacks any technical depth required for a Junior Java Developer.",Correctly identifies the Garbage Collector as an automatic memory management mechanism in Java.; Accurately states that it aims to manage application memory.,"Explanation of how the Garbage Collector identifies 'garbage' (e.g., reachability, GC roots).; Details about the different memory regions it operates on (e.g., Heap).; The concept of generational garbage collection (Young, Old generations).; Different phases or types of garbage collection (e.g., Mark-Sweep-Compact, Copying).; Common GC algorithms (e.g., Parallel, CMS, G1, ZGC).; The concept of 'Stop-the-World' pauses.; The actual process or steps involved in garbage collection.",6976,2026-05-12T17:12:47.201330,
gemini_flash_pure_run2,gemini-2.5-flash,pure,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.15,low,True,"The candidate correctly identifies encapsulation as an important OOP principle and its general benefits. However, the answer is entirely high-level and lacks any concrete technical details. It fails to explain what encapsulation *is* in terms of bundling data and methods, or *how* it is achieved in Java, such as through data hiding using access modifiers and providing controlled access via public methods (getters/setters). The explanation of 'proper structuring' is too vague to be considered a technical detail.","Correctly identifies encapsulation as an important OOP principle; Mentions benefits such as better organization, clean, and secure code","Bundling of data (attributes) and methods (behaviors) into a single unit (class); Data hiding / Information hiding; Use of access modifiers (e.g., 'private') to restrict direct access to internal state; Providing controlled access to data through public methods (getters/setters); Protecting the internal state and maintaining object invariants",5545,2026-05-12T17:12:53.047234,
gemini_flash_pure_run2,gemini-2.5-flash,pure,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.1,low,True,"The answer correctly states when lambda expressions were introduced and their general benefits. However, it completely lacks any technical definition or details about what a lambda expression actually *is*, its syntax, or its fundamental purpose in relation to functional interfaces. For a technical role, a deeper understanding of the underlying concepts is expected.",Correctly identifies Java 8 as the introduction version; Correctly identifies general benefits like code conciseness and maintainability,"Technical definition of a lambda expression (e.g., an anonymous function); Syntax of lambda expressions (e.g., `(parameters) -> { body }`); Primary use case: implementing functional interfaces; Relationship to anonymous inner classes (as a more concise alternative); Concept of functional interfaces themselves",6550,2026-05-12T17:12:59.898657,
gemini_flash_pure_run2,gemini-2.5-flash,pure,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.2,low,True,"The candidate correctly identifies OCP as a principle of good software design and hints at the 'closed for modification' aspect. However, the answer is very vague and incomplete. It entirely misses the crucial 'open for extension' part of the principle and does not explain *how* OCP is achieved (e.g., through abstraction and polymorphism). A complete answer would define both aspects and elaborate on the techniques used to implement it.",Identifies OCP as a principle of good software design; Touches upon the idea of avoiding future modifications,"The 'open for extension' part of the principle; The mechanism for achieving OCP (e.g., abstraction, interfaces, inheritance, polymorphism); The distinction between modifying existing code and adding new code; The specific definition: 'Software entities should be open for extension, but closed for modification.'",6812,2026-05-12T17:13:07.011955,
gemini_flash_pure_run2,gemini-2.5-flash,pure,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.3,partial,False,"The candidate provides a high-level, non-technical definition of abstraction, correctly identifying that it involves showing only relevant information and hiding details to simplify usage. However, the answer lacks technical depth crucial for a Junior Java Developer. It fails to mention the primary mechanisms for achieving abstraction in Java (abstract classes and interfaces) and doesn't clearly distinguish it from encapsulation. The answer also misses the concept of defining a contract or API.",Identifies the core idea of focusing on essential information and hiding irrelevant details.; Recognizes that it simplifies code usage.,"Lack of mention of Java-specific mechanisms (abstract classes, interfaces); Failure to distinguish abstraction from encapsulation/information hiding; No discussion of defining a contract or API; Lack of connection to OOP design principles (e.g., designing classes based on essential characteristics); No concrete examples",9465,2026-05-12T17:13:16.782329,
gemini_flash_pure_run2,gemini-2.5-flash,pure,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.1,low,True,"The answer is very vague and lacks concrete technical details to differentiate between an Error and an Exception. It does not explain the fundamental nature of each type of problem, their recoverability, or the recommended handling strategies. The statement that Errors 'should be handled appropriately by the programmer' is misleading, as Errors are typically not meant to be caught and handled by application code.",Acknowledges that Errors and Exceptions are different types of problems in a Java application.; Correctly identifies them as part of a 'JVM error handling system' (though this term is vague).,"Inheritance hierarchy (both extend java.lang.Throwable); Fundamental difference in their nature (Exceptions are typically application-level, recoverable problems; Errors are serious, unrecoverable JVM/system-level problems); Recoverability (Exceptions are often recoverable, Errors are generally not); Recommended handling strategy (Exceptions are meant to be caught and handled by application code; Errors are generally not caught by application code); Checked vs. Unchecked distinction (Errors are unchecked; Exceptions can be checked or unchecked); Specific examples of Errors (e.g., OutOfMemoryError, StackOverflowError) and Exceptions (e.g., IOException, NullPointerException)",8221,2026-05-12T17:13:25.304323,
