experiment_id,model,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
llama31_en_run1,llama3.1,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.2,low,False,"The answer is incomplete and lacks technical depth. The candidate only mentioned a brief definition, but did not provide any insight into the principle's significance or practical applications.",Mentioned Single Responsibility Principle,No explanation of the principle's implications or benefits; No mention of how it applies to class design,18271,2026-05-11T11:29:39.120095,
llama31_en_run1,llama3.1,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.8,correct,False,More precise definitions and explanations for Error and Exception are required. Understand the implications of catching Errors.,Correctly stated that both Error and Exception inherit from Throwable; Understood the concept of handling exceptions with try-catch,"Did not provide a clear definition or explanation for what constitutes an 'Error' vs. an 'Exception'; Failed to mention that Errors are usually unrecoverable and should not be caught in normal execution flow; Used the phrase 'technically can be caught', which is vague and does not convey the proper understanding of Error handling",29993,2026-05-11T11:30:09.414255,
llama31_en_run1,llama3.1,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.2,low,False,"The candidate showed some understanding of the map() method, but failed to accurately describe flatMap(). The answer lacks technical details and contains uncertainty about the method's functionality.",attempted to explain map() correctly,flatMap() purpose and behavior; stream transformation process,18289,2026-05-11T11:30:28.003923,
llama31_en_run1,llama3.1,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.8,correct,False,"Good start, but be more specific about how synchronization works and what happens when a thread tries to access synchronized code.",Correctly identified the purpose of synchronized; Mentioned it's used for shared data,Did not mention the concept of locks or monitors; No explanation on how synchronization is achieved,21242,2026-05-11T11:30:49.546897,
llama31_en_run1,llama3.1,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.8,correct,False,"Good start, but be more specific and detailed in your answer. Explain why encapsulation is important and how it helps with data integrity.",Identified the core concept of encapsulation; Mentioned the use of private fields,"Did not mention the benefits of encapsulation (e.g., data hiding, abstraction); Used vague term 'control access to data' instead of providing a clear explanation",24482,2026-05-11T11:31:14.329911,
llama31_en_run1,llama3.1,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.6,partial,True,"Good effort, but missed some key concepts. Be more thorough in your explanations.","Identified lambda expressions as a concise way to write an anonymous method; Mentioned the syntax correctly (parameters, arrow, and body)",Did not mention that lambda expressions allow code to be treated as data and behaviour to be passed as arguments to methods,25637,2026-05-11T11:31:40.268171,
llama31_en_run1,llama3.1,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.8,correct,False,"Good start, but be more precise and thorough in your explanation. Consider mentioning the specific memory area where the String Pool resides.",Correctly identified the purpose of the String Pool; Mentioned the memory-saving aspect,Did not mention that the String Pool is a part of PermGen space (now Metaspace in modern JVMs); Did not explain how string interning works,24805,2026-05-11T11:32:05.374483,
llama31_en_run1,llama3.1,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.8,correct,False,"Good start, but be more precise and thorough in your explanations.",Correctly identified the purpose of varargs; Mentioned the use of the ... notation,"Did not mention that varargs can accept multiple arguments, not just one; No explanation on how varargs are implemented under the hood (e.g. using an array)",22856,2026-05-11T11:32:28.531120,
llama31_en_run1,llama3.1,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.6,partial,False,"Good effort, but be more precise and thorough in your explanation. Abstract classes cannot be instantiated even if all abstract methods are implemented inside the constructor.",Correctly stated that direct instantiation is forbidden; Mentioned possibility of creating an anonymous class object,Did not mention the specific error message thrown when trying to instantiate abstract class directly; Did not explain why implementing all abstract methods inside constructor allows instantiation,27110,2026-05-11T11:32:55.941914,
llama31_en_run1,llama3.1,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.8,correct,False,"Good effort, but be more explicit about the key differences and provide more concrete examples.","Correctly identified that in composition, child objects can exist independently; Provided examples to illustrate the concepts","Did not explicitly state the key difference between aggregation and composition (i.e., ownership); Examples could be more detailed and precise",23572,2026-05-11T11:33:19.814696,
llama31_en_run1,llama3.1,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.2,low,True,"The candidate partially understood the concept, but failed to provide a clear and accurate definition of Open/Closed Principle. The statement 'classes are final and cannot be inherited from' is not relevant to the principle.",attempted to explain the principle,Open/Closed Principle definition is incomplete; Closed for modification explanation is incorrect,21188,2026-05-11T11:33:41.303170,
llama31_en_run1,llama3.1,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.4,partial,False,"Incorrectly stated that a functional interface can have many abstract methods, and failed to mention that it must be annotated with @FunctionalInterface.",mentioned the @FunctionalInterface annotation,abstract method count; lambda expression target type,19124,2026-05-11T11:34:00.727712,
llama31_en_run1,llama3.1,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.4,partial,False,"The candidate has a basic understanding of the Garbage Collector's purpose, but lacks technical depth and accuracy in explaining its operation.",Mentioned the purpose of the Garbage Collector; Understood the concept of automatic memory management,"Heap, not stack is where GC operates; GC also removes objects that are no longer referenced, not just local variables",22417,2026-05-11T11:34:23.444992,
llama31_en_run1,llama3.1,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.8,correct,False,"Good effort, but be more precise with your explanations. Consider providing code examples or more detailed descriptions.",Correctly identified that flatMap() transforms each element; Provided an example of using map() with nested structures,"Did not explicitly state the difference between map() and flatMap() in terms of output (map() preserves stream type, flatMap() flattens to a single stream type); No mention of handling multiple outputs from flatMap()",28061,2026-05-11T11:34:51.806390,
llama31_en_run1,llama3.1,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.2,low,True,"The answer is too vague and lacks concrete technical details. It's essential to explain the underlying mechanisms and processes involved in garbage collection, such as mark-and-sweep or generational collection.",Mentions importance of GC; Mentions efficiency,How it works; Technical details about memory management,19915,2026-05-11T11:35:12.022611,
llama31_en_run1,llama3.1,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.4,partial,False,"The answer is too vague and lacks concrete technical details. Encapsulation is not just a principle, but also a mechanism that binds data with methods that manipulate it, providing control over access to the data.",Mentions object-oriented programming; References encapsulation as an important principle,"Lack of technical details about how encapsulation works; No explanation of benefits beyond 'better organised, clean, and secure code'",24349,2026-05-11T11:35:36.672302,
llama31_en_run1,llama3.1,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.4,partial,False,"The answer is too vague and lacks technical details, but it shows some understanding of the purpose of lambda expressions.",mentioned Java 8; mentioned conciseness,anonymous method; functions as arguments; syntax example,19719,2026-05-11T11:35:56.692332,
llama31_en_run1,llama3.1,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.4,partial,False,"The answer lacks concrete technical details and does not fully capture the essence of the Open/Closed Principle. It's a good start, but more depth is required.",Mentioned OCP as a principle of good software design; Mentioned scalability,Closed for modification; Open for extension; Example or analogy to illustrate the concept,21465,2026-05-11T11:36:18.458868,
llama31_en_run1,llama3.1,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.2,low,True,"Abstraction in OOP is not just about hiding irrelevant information, but also about exposing only the necessary interfaces and behaviors of an object. Provide concrete examples or technical details to support your answer.",attempted to explain a basic concept,technical details; OO programming principles,19211,2026-05-11T11:36:37.970306,
llama31_en_run1,llama3.1,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.2,low,True,The answer lacks concrete technical details and does not address the key differences between Errors and Exceptions.,Mentioned Error and Exception as two different types,No explanation of what constitutes an Error vs an Exception; No discussion of JVM error handling system specifics,18313,2026-05-11T11:36:56.584096,
llama31_en_run1,llama3.1,31,Core Java,What are the access modifiers in Java and how do they differ?,"Access modifiers are a very important part of the Java language that allows programmers to control the visibility and accessibility of code elements in an appropriate way, which is key for security and good application architecture.",waffle,low,0.2,low,True,The answer lacks concrete technical details about the actual access modifiers in Java and their differences.,Mentioned importance of access modifiers,"Access modifiers (public, private, protected), differences between them (access level, inheritance, etc.)",18233,2026-05-11T11:37:15.117410,
llama31_en_run1,llama3.1,32,OOP,What is the difference between aggregation and composition?,Aggregation and composition are two types of relationships between objects in object-oriented programming. They differ in the strength of the coupling between objects and have different use cases depending on how objects are related in a given system.,waffle,low,0.4,partial,False,"Provide a clear, concise example to illustrate the difference between aggregation and composition. Explain how the relationship affects object ownership and lifetime.",Mentioned that aggregation and composition are types of relationships; Recognized difference in coupling,Lack of concrete example or explanation of how they differ; No mention of ownership or lifetime of objects,21715,2026-05-11T11:37:37.133486,
llama31_en_run1,llama3.1,33,Core Java,What is the difference between the == operator and the equals() method?,"It depends on the context and the types being used. In some situations both behave the same way, in others differently. You need to check the documentation for the specific class.",evasive,low,0.2,low,True,Answer lacks concrete technical details and specific examples. Candidate should provide more insight into the difference between these two concepts.,Mentioned that it depends on the context,Difference between reference equality and object equality; Behavior of == operator with primitive types vs objects; Specific examples or explanations for when equals() method is used,22943,2026-05-11T11:38:00.377543,
llama31_en_run1,llama3.1,34,Core Java,What is the Stream API?,"I have used the Stream API in several projects and it works very well for processing collections. It is hard for me to explain exactly in words, but in practice I know how to use it.",evasive,low,0.2,low,True,The answer lacks concrete technical details and fails to explain the fundamental principles of the Stream API.,has experience with Stream API,lack of technical details; no explanation of key concepts,15756,2026-05-11T11:38:16.435212,
llama31_en_run1,llama3.1,35,Core Java,What does the synchronized keyword mean?,synchronized is used in multithreading when we have multiple threads. It ensures that the code works correctly in such situations.,evasive,low,0.2,low,True,The answer is too vague and lacks concrete technical details about the synchronized keyword.,mentioned multithreading,monitors; locks; thread safety; semantics of synchronized keyword,15335,2026-05-11T11:38:32.071045,
llama31_en_run1,llama3.1,36,Core Java,What is Optional and what problem does it solve?,Optional is a class that helps with nulls. You wrap an object in it and then you can operate on it.,evasive,low,0.4,partial,False,The answer lacks technical depth and does not clearly explain the problem that Optional solves.,Identified Optional as related to null handling,Purpose of Optional; How Optional is used in Java; Problem it solves (e.g. NullPointerException),17716,2026-05-11T11:38:50.088708,
llama31_en_run1,llama3.1,37,OOP,What is the Single Responsibility Principle?,"SRP means that a class should do one thing. For example, a UserService class should deal with users and not with something else.",evasive,low,0.2,low,True,"The answer is incomplete and lacks technical depth. The candidate failed to provide a clear definition of SRP, its importance, and how it impacts software design.",Mentioned that a class should have only one responsibility,No explanation of the principle's benefits or how it applies to software design; No mention of the term 'Single Responsibility Principle' itself,21190,2026-05-11T11:39:11.579929,
llama31_en_run1,llama3.1,38,Core Java,What is the difference between map() and flatMap() in the Stream API?,"I have used both in projects and I know when to use one versus the other, but it is hard for me to explain it precisely. In practice flatMap() is used for more complex cases.",evasive,low,0.2,low,True,The candidate lacks a clear understanding of the technical differences between map() and flatMap(). Provide specific examples or explanations of how these methods handle data transformations.,has experience with map() and flatMap() in projects,explanation of the difference between map() and flatMap(); technical details about when to use each method,21907,2026-05-11T11:39:33.787495,
llama31_en_run1,llama3.1,39,Core Java,What is the String Pool in Java?,The String Pool is an optimisation mechanism in Java. The idea is that the JVM somehow stores Strings to save memory. The exact details depend on the JVM implementation.,evasive,low,0.4,partial,False,More technical depth is required. Explain how the JVM stores strings in the pool and provide examples.,Mentions the String Pool as an optimization mechanism; Understands it's related to memory savings,Lack of specific technical details about how the String Pool works; No mention of intern() method or its relation to the String Pool,20892,2026-05-11T11:39:54.979912,
llama31_en_run1,llama3.1,40,OOP,Can you instantiate an abstract class?,"It depends on what we mean by instantiation. In certain cases it is possible to obtain a working object based on an abstract class, although direct use of new may not be possible.",evasive,low,0.4,partial,False,"The candidate shows some understanding of abstract classes, but their answer is vague and does not provide clear technical details. They should have been more precise about what they mean by 'certain cases' and provided concrete examples.",candidate acknowledges that direct instantiation is forbidden; candidate mentions the possibility of creating an anonymous class,direct instantiation using new keyword is explicitly forbidden in Java; candidate's answer lacks clarity and precision regarding the specific cases where instantiation is possible,28202,2026-05-11T11:40:23.482897,
