experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.35,partial,True,"The candidate has a surface-level understanding of SRP but lacks depth. The answer is too brief and misses the key formal definition: a class should have only one reason to change. Simply saying 'do only one thing' is an oversimplification. A stronger answer would reference Robert C. Martin's definition, explain what 'reason to change' means in terms of stakeholders or actors, and discuss why mixing concerns (like business logic and persistence) violates SRP — not just state that it does. The example given is valid but not elaborated upon.",Correctly identifies the core idea that a class should have one responsibility; Provides a practical example distinguishing business logic from database access,"The formal definition: a class should have only one reason to change; The concept of 'reason to change' being tied to a specific actor or stakeholder, not just functionality; SRP is one of the SOLID principles (no mention of this context); No mention of how SRP improves maintainability, testability, and reduces coupling; No discussion of cohesion — SRP is fundamentally about high cohesion within a class; No examples of how violating SRP leads to problems (e.g., a class that handles both UI rendering and data persistence); No mention that SRP applies beyond classes — also to methods, modules, and microservices",7983,2026-05-12T15:29:59.465377,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.55,partial,True,"The candidate has a basic understanding of the hierarchy (both extend Throwable) and the general severity difference, but the answer lacks depth. A stronger answer would distinguish between checked and unchecked exceptions, provide concrete examples of Errors (OutOfMemoryError, StackOverflowError) and Exceptions (IOException, NullPointerException), and explain that Errors indicate unrecoverable JVM/system failures while Exceptions represent recoverable application-level problems. The answer is technically not wrong, but it is too superficial for a complete evaluation.",Correctly identifies that both Error and Exception inherit from Throwable; Correctly states that Exceptions are handled with try-catch; Shows awareness that Errors can technically be caught but should not be,"No mention of checked vs unchecked exceptions (RuntimeException subclasses are unchecked); Did not explain that Errors represent JVM-level or system-level problems (e.g., OutOfMemoryError, StackOverflowError) that are typically unrecoverable; Did not mention specific examples of Errors vs Exceptions to demonstrate understanding; Did not explain that Exceptions represent conditions that a program should anticipate and recover from; No mention of the distinction between checked exceptions (must be declared or caught) and unchecked exceptions; Did not clarify that Errors are typically thrown by the JVM, not application code",7483,2026-05-12T15:30:07.249692,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.35,partial,True,"The candidate has a basic intuition about both methods but lacks the technical depth expected even at a junior level. They correctly noted that map() transforms elements and that flatMap() involves flattening, but could not explain the mechanism: flatMap() requires a function that returns a Stream for each element, and those streams are then merged into a single stream. The candidate admitted uncertainty, which is honest but insufficient. To improve, they should practice with concrete examples like converting a List<List<Integer>> to a flat Stream<Integer> using flatMap(), and understand the type signatures involved.",Correctly identified that map() transforms each element; Correctly identified that flatMap() involves flattening nested collections,"flatMap() maps each element to a Stream and then flattens those streams into a single stream; map() produces a one-to-one mapping (Stream<T> -> Stream<R>), while flatMap() produces a one-to-many mapping (Stream<T> -> Stream<R> via Stream<Stream<R>>); Concrete example: using flatMap() to flatten a List<List<String>> into a Stream<String>; The function passed to flatMap() must return a Stream, whereas map() returns a plain value; Practical use cases such as splitting strings into words or handling Optional chaining",9555,2026-05-12T15:30:17.105221,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.55,partial,True,"The candidate provides a basic and correct surface-level definition of synchronized, which is a good starting point. However, the answer lacks technical depth expected even at a junior level. Key concepts such as the intrinsic lock/monitor mechanism, the difference between instance and class-level synchronization, and the memory visibility guarantees (happens-before) are all missing. A stronger answer would also touch on the difference between synchronized methods and synchronized blocks, and ideally mention potential pitfalls like deadlocks. The answer is accurate but too shallow to demonstrate solid understanding.",Correctly identifies that synchronized restricts execution to one thread at a time; Correctly mentions it applies to methods or blocks of code; Correctly identifies the use case of shared data between threads,No mention of the monitor/intrinsic lock mechanism that underlies synchronized; No distinction between instance-level locking (synchronized on 'this') and class-level locking (synchronized on the Class object); No mention of memory visibility guarantees — synchronized ensures changes made by one thread are visible to others (happens-before relationship); No mention of synchronized static methods vs instance methods; No mention of potential downsides such as performance overhead or risk of deadlock; No mention that every Java object has an intrinsic lock (monitor),6738,2026-05-12T15:30:24.144253,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.55,partial,True,"The candidate gives a basic but incomplete definition of encapsulation. While mentioning private fields and public getters/setters is correct, encapsulation is more than just that pattern — it is about bundling data and behavior into a cohesive unit and hiding internal implementation details. A stronger answer would explain the benefits such as validation, maintainability, and reduced coupling, and would note that not all fields need setters (e.g., immutable objects). The answer is technically correct at a surface level but lacks depth expected even for a junior role.",Correctly identifies the use of private fields; Mentions public getters and setters as the mechanism for controlled access; Understands the basic purpose of controlling access to data,"Encapsulation is fundamentally about bundling data (fields) and behavior (methods) together in a single unit (class); No mention of data hiding as a broader OOP principle; Did not explain WHY controlled access is beneficial (e.g., validation in setters, maintaining invariants, reducing coupling); No mention that getters/setters are not always required — sometimes no setter is provided for read-only fields (immutability); Did not mention that encapsulation helps with maintainability and flexibility — internal implementation can change without affecting external code; No reference to access modifiers beyond private (e.g., protected, package-private)",8024,2026-05-12T15:30:32.468970,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.45,partial,True,"The candidate has a basic surface-level understanding of lambda expressions — they know the syntax and that it replaces anonymous inner classes. However, the answer lacks depth expected even for a junior developer. Key concepts like functional interfaces (which are the foundation of lambdas), type inference, the effectively final variable capture rule, and practical use cases with the Stream API are all missing. The description of lambda as a 'shorthand for an anonymous method' is slightly imprecise — it's more accurately a concise implementation of a functional interface's single abstract method. To improve, the candidate should study functional interfaces and how lambdas integrate with the Stream API.",Correctly identifies lambda as a shorthand for anonymous methods; Provides correct basic syntax example: (x) -> x * 2; Mentions the relationship to anonymous inner classes,"Functional interfaces - lambdas implement a single abstract method of a functional interface (e.g., Runnable, Comparator, Predicate); Type inference - the compiler infers parameter types from the target functional interface; Lambdas enable functional programming style in Java; Method references as a related concept (::); Closures behavior - lambdas can capture effectively final variables from enclosing scope; Common use cases: Stream API, Collections sorting, event handling; The difference between lambda and anonymous inner class regarding 'this' keyword and serialization; No mention of java.util.function package (Function, Consumer, Supplier, Predicate)",7497,2026-05-12T15:30:40.267110,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.35,partial,False,"The candidate demonstrates a basic understanding of the String Pool's purpose (deduplication and memory saving), but made a significant factual error by stating it resides in stack memory. The String Pool is actually part of the Heap memory (moved from PermGen to the main Heap in Java 7). This is a fundamental mistake for this topic. The answer also lacks important details such as the distinction between string literals and strings created with 'new String()', the role of immutability, and the intern() method.",Correctly identifies that the String Pool is used to store string literals; Correctly mentions that two Strings with the same value can point to the same object; Correctly identifies memory saving as the purpose,"The String Pool is located in the Heap memory (specifically in the PermGen space before Java 7, and moved to the main Heap in Java 7+), NOT in the stack memory; String interning concept - the intern() method can be used to manually add strings to the pool; Strings created with 'new String()' are NOT placed in the String Pool by default; String immutability is a key reason why the String Pool is possible and safe; Only string literals and interned strings are stored in the pool, not all String objects",7726,2026-05-12T15:30:48.293899,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.2,low,True,"The candidate's answer contains a critical factual error: varargs allows zero or more arguments (not exactly one), and it does internally create an array — the candidate stated the opposite. The only correct detail was the '...' notation. A correct understanding would include that varargs is syntactic sugar over arrays, the parameter is accessible as an array inside the method, it must be the last parameter, and only one varargs is allowed per method. This answer demonstrates a fundamental misunderstanding of the feature.",Correctly identifies the '...' notation used in method signatures; Shows awareness that varargs is a Java feature,"Varargs allows passing ZERO or MORE arguments, not exactly one; Varargs actually creates an array internally — the candidate explicitly stated the opposite; Varargs parameter is treated as an array inside the method body; Varargs must be the last parameter in a method signature; Only one varargs parameter is allowed per method; You can also pass an array directly to a varargs parameter; Example usage such as: public void method(String... args)",6366,2026-05-12T15:30:54.961435,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate's answer is fundamentally incorrect. In Java, you cannot instantiate an abstract class directly using 'new' — the compiler will throw an error if you attempt to do so. There is no mechanism to 'implement abstract methods inside the constructor' to bypass this restriction. The correct understanding is: (1) Abstract classes cannot be instantiated directly. (2) To use an abstract class, you must either create a concrete subclass that implements all abstract methods and instantiate that subclass, or use an anonymous class syntax (e.g., new AbstractClass() { ... }) which technically creates an anonymous subclass, not an instance of the abstract class itself. The candidate appears to have a significant misconception about a fundamental Java concept.",,Abstract classes cannot be instantiated directly using 'new'; Anonymous class instantiation as a workaround; The purpose of abstract classes and why direct instantiation is prohibited; Subclassing an abstract class and instantiating the subclass; The compiler error that occurs when attempting to instantiate an abstract class directly,6374,2026-05-12T15:31:01.636117,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.15,low,True,"The candidate has the definitions of aggregation and composition completely reversed. Composition is the stronger relationship where the child object's lifecycle is tied to the parent (e.g., a building and its rooms — rooms don't exist without the building), while aggregation is the weaker relationship where the child can exist independently (e.g., a department and its professors — professors can exist without the department). This is a fundamental misunderstanding of the concepts. To improve, the candidate should study the lifecycle dependency aspect: in composition, the child is created and destroyed with the parent; in aggregation, the child exists independently and is only referenced by the parent.",The candidate attempted to provide examples to illustrate the concepts,"The definitions of aggregation and composition are completely swapped — composition implies strong ownership where the child cannot exist without the parent (e.g., building and rooms), while aggregation implies a weaker relationship where the child can exist independently (e.g., department and professors); Composition represents a 'has-a' relationship with strong lifecycle dependency: the child object is destroyed when the parent is destroyed; Aggregation represents a 'has-a' relationship with weak lifecycle dependency: the child object can exist independently of the parent; In Java, composition is typically implemented by creating the contained object inside the containing class, while aggregation is implemented by passing a reference to an already-existing object; UML distinction: composition uses a filled diamond, aggregation uses an empty diamond; No mention of how these concepts relate to Java code or object references",7203,2026-05-12T15:31:09.140378,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.1,low,True,"The candidate has a fundamentally incorrect understanding of OCP. While they correctly identify the 'closed for modification' aspect, their interpretation is wrong — it does not mean classes must be final or that code can never be changed. OCP states that software entities should be open for extension but closed for modification, meaning you should be able to add new behavior without altering existing, working code. This is typically achieved through abstractions like interfaces and abstract classes. The candidate should study the SOLID principles more thoroughly, particularly with practical Java examples.",Candidate is aware that OCP involves the concept of being 'closed for modification',"OCP means open for extension, closed for modification — not that code can never be modified under any circumstances; Closed for modification does not mean classes must be final or non-inheritable; it means existing tested code should not need to change when adding new behavior; Open for extension means new functionality should be added by extending existing code (e.g., via inheritance, interfaces, abstract classes, or composition) rather than altering it; The principle is about designing software so that new features can be added with minimal changes to existing code; Practical examples such as using interfaces or abstract classes to allow extension without modifying existing implementations; OCP is one of the SOLID principles introduced by Bertrand Meyer and popularized by Robert C. Martin",7769,2026-05-12T15:31:17.209938,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.15,low,True,"The candidate's answer contains a fundamental misunderstanding: a functional interface must have exactly ONE abstract method, not many. The @FunctionalInterface annotation is a compile-time check that enforces this constraint — it does not 'identify' which method is the main one. The core concept of SAM (Single Abstract Method) was missed entirely. The candidate should study java.util.function package interfaces and understand how lambdas map to the single abstract method of a functional interface.",Candidate is aware that functional interfaces relate to lambdas; Candidate knows the @FunctionalInterface annotation exists,"A functional interface has EXACTLY ONE abstract method, not 'many abstract methods with one main one'; The @FunctionalInterface annotation does not identify the main method — it is a marker annotation that causes a compile-time error if the interface has more or fewer than one abstract method; Default and static methods are allowed in a functional interface without violating the single abstract method rule; Examples of built-in functional interfaces: Runnable, Callable, Comparator, Predicate, Function, Consumer, Supplier; The single abstract method (SAM) concept is the defining characteristic; Functional interfaces enable the use of lambda expressions and method references as instances of the interface",6594,2026-05-12T15:31:24.104779,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate has a fundamental misconception: the Garbage Collector works on the heap, not the stack. Stack memory is managed automatically by the JVM through stack frame allocation and deallocation when methods are called and return — this is not GC. The GC is responsible for reclaiming heap memory occupied by objects that are no longer reachable from any live thread or static reference. The answer lacks any mention of heap memory, reachability, generational collection, GC algorithms, or the mark-and-sweep process. This is a critical gap for a Junior Java Developer.",Candidate understands that Java has automatic memory management,"GC operates on the heap, not the stack — stack memory is managed automatically by the JVM via push/pop of stack frames, not by GC; GC collects objects on the heap that are no longer reachable (no live references pointing to them); Generational garbage collection: Young Generation (Eden, Survivor spaces), Old Generation (Tenured), and sometimes Metaspace; GC algorithms: Serial, Parallel, CMS, G1, ZGC, Shenandoah; Mark-and-sweep process: marking reachable objects, sweeping unreachable ones; Stop-the-world pauses and their impact on application performance; Object promotion from Young to Old generation; finalize() method (deprecated) and its role; System.gc() as a hint to the JVM; Local variables on the stack are primitive values or references — the objects they point to live on the heap",9106,2026-05-12T15:31:33.512020,
claude_sonnet_pure_run1,claude-sonnet-4-6,pure,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.2,low,True,"The candidate has the definitions of map() and flatMap() reversed, which is a fundamental error. map() is the operation that transforms each element to exactly one other element (1-to-1), while flatMap() is the one that handles nested structures by mapping each element to a Stream and then flattening all those streams into a single stream. The example given (Stream<List<String>> to Stream<String>) is correct for flatMap(), but it was incorrectly attributed to map(). This reversal suggests a significant misunderstanding of these core Stream API methods. To improve, the candidate should practice with concrete code examples using both operations.",The candidate is aware that both map() and flatMap() are transformation operations in the Stream API; The candidate mentions the concept of flattening nested structures with an example (Stream<List<String>> to Stream<String>),"The definitions of map() and flatMap() are completely swapped — map() transforms each element to exactly one other element (1-to-1 mapping), while flatMap() maps each element to a stream and then flattens those streams into one (1-to-many mapping); map() takes a Function<T, R> and returns Stream<R>, preserving the number of elements; flatMap() takes a Function<T, Stream<R>> and flattens the resulting streams into a single Stream<R>; flatMap() is used when each element maps to zero, one, or multiple elements (not just one); Practical use case: flatMap() is useful for splitting strings into words, or collecting all items from nested collections",7855,2026-05-12T15:31:41.667540,
