experiment_id,model,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
claude_sonnet_en_run1,claude-sonnet-4-6,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.55,partial,True,"The candidate demonstrates a basic understanding of the Error vs Exception hierarchy and knows both extend Throwable. However, the answer lacks depth. A stronger answer would distinguish between checked and unchecked exceptions, provide concrete examples (e.g., OutOfMemoryError, NullPointerException, IOException), and explain that Errors represent unrecoverable JVM/system-level failures while Exceptions represent conditions an application can reasonably handle and recover from.",Correctly identifies that both Error and Exception inherit from Throwable; Correctly notes that Errors are more serious than Exceptions; Mentions that Errors can technically be caught but should not be,"No mention of checked vs unchecked exceptions distinction; Did not explain that Errors typically represent JVM-level or system-level problems (e.g., OutOfMemoryError, StackOverflowError); Did not mention RuntimeException as a subclass of Exception (unchecked exceptions); No concrete examples of Errors vs Exceptions given; Did not explain WHY Errors should not be caught (unrecoverable situations); No mention that Exceptions represent recoverable conditions that the application can handle",6383,2026-05-12T10:09:12.591114,
claude_sonnet_en_run1,claude-sonnet-4-6,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.35,partial,True,"The candidate has a basic intuition about both methods but lacks technical depth and confidence. They correctly noted that map() transforms elements and that flatMap() involves flattening, but failed to explain the mechanics: flatMap() expects a function that returns a Stream for each element, and then merges all those streams into one. Without understanding that flatMap() handles Stream<Stream<T>> -> Stream<T> transformation, the answer is incomplete. A concrete example would have significantly strengthened the response.",Correctly identified that map() transforms each element; Correctly mentioned that flatMap() flattens nested collections,"flatMap() maps each element to a Stream and then flattens those streams into a single stream; map() produces a one-to-one mapping (Stream<Stream<T>> if applied to collections), while flatMap() produces a one-to-many mapping flattened into one stream; Concrete example: map() on a list of lists returns Stream<List<T>>, flatMap() returns Stream<T>; The function passed to flatMap() must return a Stream, whereas map() returns any object; Practical use case: e.g., splitting sentences into words using flatMap()",6503,2026-05-12T10:09:19.395121,
claude_sonnet_en_run1,claude-sonnet-4-6,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.7,correct,False,"The candidate provides a correct but surface-level answer. They capture the core idea of mutual exclusion and the shared-data use case, which is good. However, a stronger answer would explain the underlying lock/monitor mechanism, differentiate between synchronized methods and synchronized blocks, mention that static synchronized methods lock on the Class object while instance methods lock on 'this', and address memory visibility guarantees. For a Junior Developer position, this answer is acceptable but lacks depth.",Correctly identifies that synchronized restricts execution to one thread at a time; Correctly mentions the use case of multiple threads sharing data,No mention of the monitor/intrinsic lock mechanism that underlies synchronization; Did not distinguish between synchronized methods (instance vs static) and synchronized blocks; No mention of visibility guarantees (happens-before relationship / memory visibility); Did not mention that synchronized blocks require specifying a lock object; No mention of potential performance implications or deadlock risks,6073,2026-05-12T10:09:25.768849,
claude_sonnet_en_run1,claude-sonnet-4-6,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.65,correct,False,"The candidate gives a basic but partially correct answer. They correctly identify private fields and public getters/setters as the typical Java implementation of encapsulation. However, the answer is surface-level and misses the deeper concept: encapsulation is about bundling data and behavior together in a class and hiding internal implementation details. A stronger answer would explain why encapsulation matters — e.g., protecting invariants, reducing coupling, and allowing internal changes without breaking external code.",Correctly identifies the use of private fields; Mentions getters and setters as the mechanism for controlled access; Understands the core purpose of controlling access to data,"Encapsulation is a broader OOP principle of bundling data and methods that operate on that data within a single unit (class); Did not mention data hiding as a concept distinct from just using private fields; No mention of how encapsulation helps with maintainability, flexibility, and reducing coupling; Did not mention that encapsulation allows internal implementation to change without affecting external code; No example or elaboration on when/why encapsulation is beneficial",6047,2026-05-12T10:09:32.117270,
claude_sonnet_en_run1,claude-sonnet-4-6,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.7,correct,False,"The candidate demonstrates a basic understanding of lambda expressions with a correct syntax example and the connection to anonymous inner classes. However, the answer lacks depth regarding the key purpose of lambdas — enabling behavior to be passed as arguments and treating functions as first-class citizens. Mentioning functional interfaces would have strengthened the answer significantly.","Correctly identifies lambda as shorthand for anonymous methods; Provides correct syntax example with parameters, arrow, and body; Mentions the relationship to anonymous inner classes","Did not mention that lambdas allow treating code/behavior as data; Did not mention passing functions as arguments to methods (functional programming concept); Did not mention functional interfaces, which lambdas are tied to; No mention of the broader context of enabling functional programming style in Java",5133,2026-05-12T10:09:37.551934,
claude_sonnet_en_run1,claude-sonnet-4-6,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.4,partial,False,"The candidate demonstrates a basic understanding of the String Pool concept — knowing it stores string literals and enables object reuse for memory efficiency. However, there is a critical factual error: the String Pool resides in Heap memory (not stack memory). This is a fundamental mistake that suggests a gap in understanding Java memory model. The answer also lacks important details such as the role of the intern() method, behavior of strings created with 'new', and the connection to String immutability.",Correctly identifies that the String Pool stores string literals; Correctly mentions that two Strings with the same value point to the same object; Correctly mentions memory saving as a benefit,"The String Pool is located in the Heap memory (specifically in the PermGen space in older Java versions, or Metaspace/Heap in Java 8+), NOT in the stack memory; The intern() method, which allows manually adding strings to the pool; Strings created with 'new' keyword bypass the pool and create a new object on the heap; String immutability is what makes the String Pool possible and safe",6411,2026-05-12T10:09:44.263650,
claude_sonnet_en_run1,claude-sonnet-4-6,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.2,low,True,"The candidate's answer contains a fundamental factual error: varargs allows passing a variable number of arguments (including zero, one, or many), not exactly one. The whole purpose of varargs is to allow flexibility in the number of arguments. Additionally, the candidate incorrectly states that varargs avoids creating an array — in reality, varargs internally uses an array to store the passed arguments. The only correct detail was the use of the '...' notation in the method signature.",Correctly identifies the ... notation used in method signatures,"Varargs allows passing a VARIABLE number of arguments (zero or more), not exactly one; Varargs internally creates an array to hold the arguments; The varargs parameter must be the last parameter in the method signature; You can pass zero arguments to a varargs parameter; You can also explicitly pass an array to a varargs parameter; Only one varargs parameter is allowed per method",5280,2026-05-12T10:09:49.844775,
claude_sonnet_en_run1,claude-sonnet-4-6,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate's answer is technically incorrect. Abstract classes cannot be instantiated directly using 'new MyAbstractClass()' — this will cause a compile-time error in Java. The candidate incorrectly states that you can use 'new' as long as you implement abstract methods inside the constructor, which is not valid Java. The correct approach is to either extend the abstract class in a concrete subclass or create an anonymous class that implements all abstract methods inline.",,Abstract classes cannot be instantiated directly using the new keyword; Anonymous class instantiation as the only valid workaround; The distinction between direct instantiation and anonymous class creation,4718,2026-05-12T10:09:54.863646,
claude_sonnet_en_run1,claude-sonnet-4-6,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.15,low,True,"The candidate has the definitions of aggregation and composition completely reversed. In composition, the child object's lifecycle is tightly bound to the parent — if the parent is destroyed, the child is too (e.g., a building and its rooms). In aggregation, the child can exist independently of the parent (e.g., a department and its professors — professors can exist without the department). The examples used were actually correct for the concepts, but were assigned to the wrong terms. This is a fundamental misunderstanding of these OOP concepts.",Candidate attempted to provide examples to illustrate the concepts,"The definitions of aggregation and composition are swapped — in composition the child cannot exist without the parent (strong ownership), while in aggregation the child can exist independently (weak relationship); Correct definition of composition: child object's lifecycle is dependent on the parent (e.g., building and rooms — rooms cannot exist without the building); Correct definition of aggregation: child object can exist independently of the parent (e.g., department and professors — professors can exist without the department); UML representation differences (diamond shapes: filled for composition, hollow for aggregation); The concept of ownership and lifecycle dependency; HAS-A relationship distinction between the two",7139,2026-05-12T10:10:02.304855,
claude_sonnet_en_run1,claude-sonnet-4-6,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.15,low,True,"The candidate has a fundamental misunderstanding of OCP. The principle states that software entities should be open for extension but closed for modification — meaning you should be able to add new functionality by writing new code (e.g., new subclasses or implementations) rather than modifying existing, tested code. The candidate incorrectly equates 'closed for modification' with making classes final and non-inheritable, which is actually the opposite of how OCP is typically implemented. In practice, OCP is often achieved through inheritance, interfaces, and polymorphism — all of which require classes to be extendable.",Candidate is aware that OCP involves the concept of being 'closed for modification',"OCP means open for EXTENSION, not just closed for modification — the key idea is that you can add new behavior without changing existing code; Closed for modification does NOT mean classes must be final or cannot be inherited — it means existing tested code should not need to change when adding new features; The typical implementation via interfaces, abstract classes, or inheritance to extend behavior; The practical benefit: reducing risk of breaking existing functionality when adding new features; Real-world example such as using polymorphism or strategy pattern to extend behavior",7645,2026-05-12T10:10:10.251268,
claude_sonnet_en_run1,claude-sonnet-4-6,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.2,low,True,"The candidate has a fundamental misunderstanding: a functional interface must have exactly one abstract method, not many. Having more than one abstract method would make it invalid as a functional interface. The description of @FunctionalInterface is also incorrect — it is a compile-time annotation that enforces the single abstract method rule, not something that identifies a 'main method'. The connection to lambdas is correct but lacks depth.",Mentions @FunctionalInterface annotation; Connects functional interfaces to lambda expressions,"A functional interface has EXACTLY ONE abstract method, not 'many abstract methods with one main one'; The @FunctionalInterface annotation does not identify a 'main method' — it is a marker annotation that enforces the single abstract method constraint at compile time; No mention of default or static methods being allowed alongside the single abstract method",5041,2026-05-12T10:10:15.593198,
claude_sonnet_en_run1,claude-sonnet-4-6,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate's answer contains a fundamental misconception: the Garbage Collector does NOT work on the stack. The stack manages local variables and method call frames automatically through push/pop operations — no GC is involved there. The GC works on the Heap, where objects are allocated. It identifies objects that are no longer reachable from GC roots and reclaims their memory. The candidate should study heap memory structure, generational GC concepts, and common GC algorithms to give a correct and complete answer.",Candidate understands that GC is related to automatic memory management,"GC operates on the Heap, not the Stack — local variables on the stack are managed automatically by the JVM stack frame mechanism, not GC; GC identifies and collects objects on the heap that are no longer reachable (no references pointing to them); Generational garbage collection: Young Generation (Eden, Survivor spaces), Old Generation (Tenured), and sometimes Metaspace; GC algorithms: Serial, Parallel, G1, ZGC, Shenandoah; Mark-and-Sweep or Mark-Compact phases; Minor GC vs Major/Full GC; The role of the GC roots in determining reachability; Stop-the-world pauses; finalize() method and its deprecation",8045,2026-05-12T10:10:23.939048,
claude_sonnet_en_run1,claude-sonnet-4-6,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.15,low,True,"The candidate has the concepts of map() and flatMap() reversed. map() is the operation that transforms each element into exactly one other element (one-to-one mapping), while flatMap() is the operation that flattens nested structures by mapping each element to a Stream and then merging all those streams into one. The example given (Stream<List<String>> to Stream<String>) is correct for flatMap(), but it was incorrectly attributed to map(). This fundamental confusion about which method does what is a significant error for a Java developer role.",The candidate is aware that both map() and flatMap() are related to stream transformation; The candidate mentions the concept of flattening nested structures like Stream<List<String>> to Stream<String>,"The definitions of map() and flatMap() are completely swapped — map() transforms each element to exactly one other element, while flatMap() flattens nested structures; map() applies a function that returns a single value per element, producing Stream<R>; flatMap() applies a function that returns a Stream per element, then flattens all those streams into one Stream<R>; The function passed to map() has signature Function<T, R>, while flatMap() takes Function<T, Stream<R>>; Practical use case: flatMap() is used when each element maps to multiple elements (e.g., splitting sentences into words)",8660,2026-05-12T10:10:32.900590,
claude_sonnet_en_run1,claude-sonnet-4-6,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.15,low,True,"The answer is extremely vague and lacks any concrete technical details. While the candidate correctly identifies that GC handles automatic memory management, they provide no explanation of how it actually works. A junior developer should be able to explain at minimum: that GC reclaims memory occupied by objects no longer referenced, the concept of heap memory, and the basic mark-and-sweep process. The answer reads more like a marketing description than a technical explanation.",Correctly identifies that Garbage Collector is related to automatic memory management; Mentions it works transparently for the programmer,"No mention of heap memory and how objects are allocated there; No explanation of how GC identifies unreachable/unreferenced objects; No mention of GC generations (Young, Old/Tenured, Permanent/Metaspace); No description of GC algorithms (Mark and Sweep, Copying, Mark-Compact); No mention of specific GC implementations (Serial, Parallel, G1, ZGC, Shenandoah); No explanation of Stop-the-World pauses; No mention of finalization or object lifecycle; No discussion of when GC is triggered",6182,2026-05-12T10:10:39.383897,
claude_sonnet_en_run1,claude-sonnet-4-6,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.15,low,True,"The candidate's answer is too vague and generic. While it correctly places encapsulation within OOP, it fails to provide any concrete technical details. A proper answer should explain that encapsulation involves bundling data (fields) and methods into a single unit (class), restricting direct access to fields using access modifiers like 'private', and exposing controlled access through public getters and setters. The answer reads more like a marketing statement than a technical definition.",Correctly identifies encapsulation as a principle of object-oriented programming,"No mention of bundling data (fields) and methods together in a class; No mention of access modifiers (private, protected, public); No explanation of hiding internal state/implementation details; No mention of getters and setters as the mechanism to control access; No concrete example demonstrating encapsulation in Java; No explanation of why encapsulation improves security or maintainability",5322,2026-05-12T10:10:45.007039,
claude_sonnet_en_run1,claude-sonnet-4-6,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.1,low,True,"The candidate only mentions that lambdas are a Java 8 feature and uses vague descriptors like 'elegant' and 'concise' without explaining what lambda expressions actually are. There is no mention of the syntax, the concept of anonymous methods, functional interfaces, or how behavior can be passed as arguments. A technical definition and at least a basic syntax example were expected.",Correctly identifies lambda expressions as a Java 8 feature,Definition as anonymous method/function; Syntax: (parameters) -> { method body }; Treating code/behavior as data; Passing functions as arguments to methods; Relationship to functional interfaces,4198,2026-05-12T10:10:49.505897,
claude_sonnet_en_run1,claude-sonnet-4-6,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.2,low,True,"The candidate's answer is vague and misses the fundamental definition of OCP. The principle is not about designing classes perfectly from the start so they never need changes — it is specifically about making software entities open for extension but closed for modification. This means you should be able to add new functionality by extending existing code (e.g., via inheritance or interfaces) without altering the existing, tested code. The candidate should study the formal definition and be able to provide a concrete example, such as using an abstract class or interface to allow new behavior without touching existing implementations.",Candidate is aware that OCP relates to software design and scalability,"The core definition: open for extension, closed for modification; The distinction between extending behavior (open) vs modifying existing code (closed); Practical examples such as using inheritance, interfaces, or abstract classes to extend behavior; The reason behind OCP: to avoid breaking existing tested code when adding new features",6093,2026-05-12T10:10:55.900417,
claude_sonnet_en_run1,claude-sonnet-4-6,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.4,partial,False,"The candidate has a basic, surface-level understanding of abstraction but lacks technical depth. The answer is too vague and does not reference any Java-specific constructs such as abstract classes or interfaces, which are the primary tools for implementing abstraction in Java. A stronger answer would explain the 'what vs how' distinction, provide a real-world or code example, and mention how abstract classes/interfaces enforce abstraction in OOP.",Correctly identifies the core idea of hiding irrelevant details; Mentions the benefit of simplicity for the user,"No mention of abstract classes or interfaces in Java as mechanisms to achieve abstraction; Did not distinguish abstraction from encapsulation; No concrete example provided (e.g., a car's steering wheel hiding engine complexity); Did not mention that abstraction focuses on 'what' an object does rather than 'how' it does it; No mention of how abstraction helps in defining contracts or blueprints for subclasses",6531,2026-05-12T10:11:02.732480,
claude_sonnet_en_run1,claude-sonnet-4-6,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.1,low,True,"The answer is extremely vague and lacks any concrete technical details. The candidate did not mention the Throwable hierarchy, the distinction between recoverable and unrecoverable problems, checked vs unchecked exceptions, or any specific examples. Simply stating they are 'two different types of problems' without elaboration demonstrates insufficient knowledge of this fundamental Java concept.",Acknowledges that both Error and Exception are part of Java's problem-handling mechanism,"Both Error and Exception extend Throwable class; Errors represent serious, unrecoverable problems (e.g., OutOfMemoryError, StackOverflowError) typically caused by the JVM or environment; Exceptions represent recoverable conditions that a program should handle; Checked vs unchecked exceptions distinction; Errors are generally not meant to be caught or handled by application code; Examples of each: IOException, NullPointerException for exceptions; OutOfMemoryError, StackOverflowError for errors; The class hierarchy: Throwable -> Error / Exception",5686,2026-05-12T10:11:08.721097,
