experiment_id,model,mode,test_id,topic,question,candidate_answer,human_label,expected_bucket,llm_score,predicted_bucket,match,feedback,strengths,missed_concepts,latency_ms,timestamp,error
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,11,OOP,What is the Single Responsibility Principle?,SRP says that a class should do only one thing. It should not mix business logic with database access.,partial,partial,0.4,partial,True,"The candidate demonstrates a basic understanding of SRP by stating a class should do only one thing and gives a simple example. However, the answer lacks depth. The key formal definition — that a class should have only one reason to change — is missing. A stronger answer would explain what 'one reason to change' means, why it matters for maintainability, and possibly mention that SRP is one of the SOLID principles. The answer is minimal but not incorrect.",Correctly identifies that SRP means a class should have only one responsibility; Provides a practical example distinguishing business logic from database access,"The formal definition: a class should have only one reason to change; The concept of 'reason to change' as the core of SRP; Mention of Robert C. Martin (Uncle Bob) who formalized this principle; SRP applies not just to classes but also to methods and modules; Explanation of how violating SRP leads to tightly coupled code and maintenance issues; Benefits of SRP such as improved testability, maintainability, and reusability",5646,2026-05-12T16:38:04.652368,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,12,Core Java,What is the difference between an Error and an Exception?,"An Error is a more serious problem than an Exception. Both inherit from Throwable. Exceptions are handled with try-catch, and Errors can technically be caught too but should not be.",partial,partial,0.55,partial,True,"The candidate demonstrates a basic understanding of the Error vs Exception hierarchy, knowing both extend Throwable and that Errors generally should not be caught. However, the answer lacks depth and technical specifics. A stronger answer would include concrete examples (e.g., OutOfMemoryError, NullPointerException, IOException), explain that Errors represent unrecoverable JVM-level failures while Exceptions represent recoverable application-level issues, and discuss the checked/unchecked distinction within Exceptions.",Correctly identifies that both Error and Exception inherit from Throwable; Correctly notes that Exceptions are handled with try-catch; Shows awareness that Errors can technically be caught but should not be,"No mention of checked vs unchecked exceptions (RuntimeException vs checked Exception); No explanation that Errors represent JVM-level problems (OutOfMemoryError, StackOverflowError) that are unrecoverable; No mention that Exceptions represent recoverable conditions in the application; No concrete examples of Errors vs Exceptions; No mention that Errors are typically caused by the environment/JVM, not the application logic; No distinction between checked exceptions (must be declared or caught) and unchecked exceptions",7015,2026-05-12T16:38:11.968793,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,13,Core Java,What is the difference between map() and flatMap() in the Stream API?,"map() transforms each element of the stream into another element. flatMap() also transforms, but I think it flattens nested collections — I'm not entirely sure how it works exactly.",partial,partial,0.35,partial,True,"The candidate has a basic surface-level understanding of both methods but lacks the technical depth expected even for a junior developer. The answer correctly identifies the core idea of flattening in flatMap(), but the candidate explicitly admits uncertainty ('I'm not entirely sure how it works exactly'), which is a red flag. A stronger answer would explain that flatMap() expects a function returning a Stream and merges all resulting streams into one, with a concrete example such as flattening a list of lists. The distinction between one-to-one (map) and one-to-many (flatMap) transformations was not articulated.",Correctly identified that map() transforms each element of the stream; Correctly mentioned that flatMap() involves flattening nested collections,"flatMap() maps each element to a Stream and then flattens those streams into a single stream; map() produces a one-to-one mapping (one element in, one element out); flatMap() produces a one-to-many mapping (one element in, zero or more elements out); Concrete example: using flatMap() to flatten a List<List<String>> into a Stream<String>; The function passed to map() returns a value T, while the function passed to flatMap() returns a Stream<T>; Use cases distinguishing when to use map vs flatMap",6784,2026-05-12T16:38:19.053285,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,14,Core Java,What does the synchronized keyword mean?,synchronized ensures that a given method or block of code can only be executed by one thread at a time. It is used when multiple threads share data.,partial,partial,0.7,correct,False,"The candidate provides a correct but surface-level answer. They capture the core idea of mutual exclusion and the shared-data use case, which is good. However, a stronger answer would explain the underlying lock/monitor mechanism, differentiate between synchronized methods and synchronized blocks, mention that static synchronized methods lock on the Class object while instance methods lock on 'this', and address memory visibility guarantees. For a Junior Developer position, this answer is acceptable but lacks depth.",Correctly identifies that synchronized restricts execution to one thread at a time; Correctly mentions the use case of multiple threads sharing data,No mention of the monitor/intrinsic lock mechanism that underlies synchronization; Did not distinguish between synchronized methods (instance vs static) and synchronized blocks; No mention of visibility guarantees (happens-before relationship / memory visibility); Did not mention that synchronized blocks require specifying a lock object; No mention of potential performance implications or deadlock risks,5994,2026-05-12T16:38:25.348109,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,15,OOP,What is encapsulation?,Encapsulation means setting class fields as private and exposing them through public getters and setters. This way we control access to data.,partial,partial,0.65,correct,False,"The candidate gives a basic but correct description of the most common practical implementation of encapsulation in Java (private fields + getters/setters). However, the answer is incomplete. Encapsulation is more broadly about bundling data and behavior together into a class and hiding internal implementation details from the outside world. The candidate should also explain the benefits such as improved maintainability, reduced coupling, and the ability to change internal implementation without breaking external code.",Correctly identifies the use of private fields; Mentions getters and setters as the mechanism for controlled access; Understands the core purpose of controlling access to data,"No mention of bundling data and methods together as a single unit (the broader definition of encapsulation); Did not explain WHY encapsulation is beneficial (e.g., data hiding, maintainability, reducing coupling); No mention of information hiding as a principle; Did not mention that encapsulation allows internal implementation to change without affecting external code",5827,2026-05-12T16:38:31.476160,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,16,Core Java,What are lambda expressions introduced in Java 8?,"A lambda is a shorthand notation for an anonymous method. The syntax is parameters, arrow, and body: (x) -> x * 2. It allows writing shorter code instead of anonymous inner classes.",partial,partial,0.7,correct,False,"The candidate demonstrates a basic understanding of lambda expressions with a correct syntax example and the connection to anonymous inner classes. However, the answer lacks depth regarding the key purpose of lambdas — enabling behavior to be passed as arguments and treating functions as first-class citizens. Mentioning functional interfaces would have strengthened the answer significantly.","Correctly identifies lambda as shorthand for anonymous methods; Provides correct syntax example with parameters, arrow, and body; Mentions the relationship to anonymous inner classes","Did not mention that lambdas allow treating code/behavior as data; Did not mention passing functions as arguments to methods (functional programming concept); Did not mention functional interfaces, which lambdas are tied to; No mention of the broader context of enabling functional programming style in Java",5295,2026-05-12T16:38:37.072432,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,17,Core Java,What is the String Pool in Java?,The String Pool is an area in stack memory where the JVM stores string literals. This way two Strings with the same value point to the same object and we save memory.,wrong,low,0.4,partial,False,"The candidate demonstrates a basic understanding of the String Pool concept — knowing it stores literals and enables object reuse for memory efficiency. However, there is a significant factual error: the String Pool resides in Heap memory, not stack memory. This is an important distinction. The candidate also missed several key details such as the role of the intern() method, the behavior of strings created with 'new', and the connection to String immutability.",Correctly identifies that the String Pool stores string literals; Correctly mentions that two Strings with the same value point to the same object; Correctly mentions memory saving as a benefit,"The String Pool is located in the Heap memory (specifically in the PermGen space in older Java versions, or Metaspace/Heap in Java 8+), NOT in the stack memory; The intern() method, which allows programmatically adding strings to the pool; Strings created with 'new' keyword bypass the pool and create a new object on the heap; String immutability is what makes the String Pool possible and safe",7747,2026-05-12T16:38:45.120848,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,18,Core Java,What is varargs in Java?,Varargs allows passing exactly one argument of a given type to a method without creating an array. The ... notation is used in the method signature.,wrong,low,0.2,low,True,"The candidate has a fundamental misunderstanding of varargs — stating it allows 'exactly one argument' is incorrect. Varargs (variable arguments) allows passing zero or more arguments of a specified type. The key concept is variability in the number of arguments. The candidate correctly identified the '...' notation but failed to explain the core purpose and mechanics, including that varargs is internally represented as an array, must be the last parameter in a method signature, and only one varargs parameter is allowed per method.",Correctly identifies the ... notation used in method signatures,"Varargs allows passing a variable number of arguments (zero or more), not exactly one; Varargs is internally treated as an array by the JVM; Only one varargs parameter is allowed per method and it must be the last parameter; Callers can pass zero, one, or multiple arguments, or even an array directly; Example of varargs method declaration and usage",5524,2026-05-12T16:38:50.945317,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,19,OOP,Can you instantiate an abstract class?,"Yes, you can create objects of abstract classes using new, but only if you implement all abstract methods inside the constructor.",wrong,low,0.1,low,True,"The candidate's answer is technically incorrect. Abstract classes cannot be instantiated directly using the 'new' keyword — this will result in a compile-time error in Java. The candidate's claim that you can use 'new' and implement abstract methods inside the constructor is fundamentally wrong and shows a misunderstanding of how abstract classes work. The only valid way to 'instantiate' an abstract class is through an anonymous class, where all abstract methods are implemented inline at the point of object creation.",,Abstract classes cannot be directly instantiated using the new keyword; Anonymous class instantiation as the only valid workaround; The distinction between direct instantiation and anonymous class creation,3970,2026-05-12T16:38:55.216540,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,20,OOP,What is the difference between aggregation and composition?,In composition objects can exist independently — for example a department and its professors. In aggregation the child object is destroyed along with the parent — for example a building and its rooms.,wrong,low,0.2,low,True,"The candidate has the definitions of aggregation and composition completely reversed. In composition, the child object's lifecycle is tightly bound to the parent — if the parent is destroyed, the child is also destroyed (e.g., a building and its rooms). In aggregation, the child can exist independently of the parent (e.g., a department and its professors — professors can exist without the department). The examples used were actually correct for the concepts, but were assigned to the wrong terms, indicating a fundamental misunderstanding of the distinction.",Candidate attempted to provide examples to illustrate the concepts,"The definitions of aggregation and composition are swapped — in composition the child cannot exist without the parent (strong ownership), while in aggregation the child can exist independently (weak relationship); Correct definition of composition: child object's lifecycle is dependent on the parent (e.g., building and rooms — rooms cannot exist without the building); Correct definition of aggregation: child object can exist independently of the parent (e.g., department and professors — professors can exist without the department); UML representation differences (composition uses filled diamond, aggregation uses hollow diamond); The concept of ownership and lifecycle dependency was fundamentally misunderstood and reversed",7285,2026-05-12T16:39:02.802015,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,21,OOP,What is the Open/Closed Principle?,OCP means that once written code should never be modified. Closed for modification means that classes are final and cannot be inherited from.,wrong,low,0.15,low,True,"The candidate has a fundamental misunderstanding of OCP. The principle states that software entities should be open for extension but closed for modification — meaning you should be able to add new functionality by extending existing code (e.g., via interfaces or inheritance) rather than changing it. The candidate incorrectly equates 'closed for modification' with making classes final, which is the opposite of how OCP is typically implemented. A correct answer would include examples like using interfaces or abstract classes to allow new implementations without altering existing code.",Candidate is aware that OCP involves the concept of being 'closed for modification',"OCP means open for EXTENSION, not just closed for modification — the key idea is that you can add new behavior without changing existing code; Closed for modification does NOT mean classes must be final or cannot be inherited — it means existing tested code should not need to change when adding new features; The principle is typically achieved through abstraction, interfaces, and polymorphism; The candidate's definition is incorrect: code CAN and SHOULD be modified for bug fixes; OCP is about extending behavior without modifying existing stable code; No mention of how inheritance, interfaces, or abstract classes are used to achieve OCP",7292,2026-05-12T16:39:10.394724,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,22,Core Java,What is a functional interface?,A functional interface is one that has many abstract methods but one main one. The @FunctionalInterface annotation identifies that main method which will be used by a lambda.,wrong,low,0.2,low,True,"The candidate has a fundamental misunderstanding: a functional interface must have exactly one abstract method — not many. Having more than one abstract method would make it invalid as a functional interface. The @FunctionalInterface annotation is applied to the interface declaration as a marker/enforcement mechanism, not to identify a specific method. The candidate should revisit the core definition before the interview.",Mentions @FunctionalInterface annotation; Connects functional interfaces to lambda expressions,"A functional interface has EXACTLY ONE abstract method, not 'many abstract methods but one main one'; The @FunctionalInterface annotation does not identify the main method — it marks the interface itself and enforces the single abstract method constraint at compile time; No mention of default or static methods being allowed alongside the single abstract method",5053,2026-05-12T16:39:15.749220,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,23,Core Java,What is the Garbage Collector and how does it work?,The GC works on the stack and removes local variables that have gone out of scope after a method ends. This allows memory to be freed automatically.,wrong,low,0.1,low,True,"The candidate's answer contains a fundamental misconception: the Garbage Collector does NOT operate on the Stack. The Stack automatically manages local variables through stack frame push/pop operations when methods are called and return — no GC involvement is needed. The GC operates on the Heap, where objects are allocated. The candidate should study how GC identifies unreachable objects (mark phase), reclaims their memory (sweep/compact phase), and how generational GC works in the JVM. This is a critical misunderstanding for a Java developer role.",Candidate understands that GC is related to automatic memory management,"GC operates on the Heap, not the Stack — the Stack manages local variables automatically via stack frames, not GC; GC identifies and collects objects that are no longer reachable/referenced; Generational garbage collection (Young Generation, Old Generation, PermGen/Metaspace); GC algorithms such as Mark-and-Sweep, Copying, Mark-and-Compact; Different GC implementations in JVM: Serial, Parallel, G1, ZGC, Shenandoah; The role of GC roots in determining reachability; Stop-the-world pauses and their impact on application performance; finalize() method and its deprecation; Memory allocation in Eden space and survivor spaces",7753,2026-05-12T16:39:23.803803,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,24,Core Java,What is the difference between map() and flatMap() in the Stream API?,"flatMap() transforms each element of the stream into exactly one other element. map() on the other hand allows flattening nested structures, for example Stream<List<String>> to Stream<String>.",wrong,low,0.2,low,True,"The candidate has the definitions of map() and flatMap() completely reversed. map() is the operation that transforms each element to exactly one other element (one-to-one mapping), while flatMap() is used for flattening nested structures by mapping each element to a stream and then merging those streams. This is a fundamental misunderstanding of the two methods. The example given (Stream<List<String>> to Stream<String>) is correct for flatMap(), but it was incorrectly attributed to map(). The candidate should review the Stream API documentation to understand the correct behavior of each method.",The candidate is aware that both map() and flatMap() are related to stream transformation; The candidate mentions the concept of flattening nested structures like Stream<List<String>> to Stream<String>,"The definitions of map() and flatMap() are swapped — map() transforms each element to exactly one other element, while flatMap() flattens nested structures; map() returns a Stream<R> where each element is mapped to a single result via a Function<T, R>; flatMap() takes a Function<T, Stream<R>> and flattens the resulting streams into a single stream; The key distinction that map() produces Stream<Stream<R>> when applied to collections, while flatMap() merges them into a single Stream<R>; Practical use cases and examples of when to use each method",6665,2026-05-12T16:39:30.769560,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,25,Core Java,What is the Garbage Collector and how does it work?,"The Garbage Collector is a very important mechanism in Java that automatically manages application memory in an efficient and transparent way for the programmer, ensuring optimal system performance and eliminating memory-related problems.",waffle,low,0.1,low,True,"The candidate's answer is extremely vague and contains no concrete technical details. While it correctly states that GC handles automatic memory management, it fails to explain any mechanism of how GC actually works — no mention of heap structure, generational collection, reachability analysis, GC algorithms, or any specific GC implementation. The answer reads more like a marketing description than a technical explanation. A junior developer is expected to at least describe the basic concept of unreachable objects, heap generations, and the mark-and-sweep process.",Correctly identifies that Garbage Collector is related to automatic memory management in Java,"How GC identifies objects eligible for collection (unreachable objects, no references); Heap memory structure (Young Generation, Old Generation, Eden space, Survivor spaces); GC algorithms (Mark and Sweep, Mark-Compact, Copying); Different GC implementations (Serial, Parallel, G1, ZGC, Shenandoah); Minor GC vs Major GC / Full GC; Stop-the-world pauses; finalize() method and its role; How objects are promoted between generations; Memory leak scenarios even with GC",7476,2026-05-12T16:39:38.546579,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,26,OOP,What is encapsulation?,"Encapsulation is a very important principle of object-oriented programming that allows writing better organised, clean, and secure code through proper structuring of classes and their members.",waffle,low,0.15,low,True,"The candidate's answer is too vague and generic. While it correctly places encapsulation within OOP, it fails to provide any concrete technical details. A proper answer should explain that encapsulation involves bundling data (fields) and methods that operate on that data within a single class, restricting direct access to fields using access modifiers like 'private', and exposing controlled access through public getter and setter methods. The answer reads more like a marketing statement than a technical definition.",Correctly identifies encapsulation as a principle of object-oriented programming,"No mention of bundling data (fields) and methods together in a class; No mention of access modifiers (private, protected, public); No explanation of hiding internal state/implementation details; No mention of getters and setters as the mechanism to control access; No concrete example demonstrating encapsulation in Java; No explanation of why encapsulation improves security or maintainability",5429,2026-05-12T16:39:44.276948,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,27,Core Java,What are lambda expressions?,"Lambda expressions are a modern feature introduced in Java 8 that greatly simplifies code and makes it more elegant, concise, and easier to maintain for developers.",waffle,low,0.1,low,True,"The answer is extremely vague and contains no technical substance. While the candidate correctly mentions Java 8, they only describe lambda expressions in general marketing terms ('elegant', 'concise', 'easier to maintain') without explaining what they actually are. A proper answer should include the definition as anonymous methods, the syntax (parameters) -> { body }, and the concept of passing behavior as arguments.",Correctly identifies lambda expressions as a Java 8 feature,Definition as anonymous method/function; Syntax: (parameters) -> { method body }; Treating code/behavior as data; Passing functions as arguments to methods; Functional interfaces connection; Any concrete technical detail about how lambdas work,5320,2026-05-12T16:39:49.897970,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,28,OOP,What is the Open/Closed Principle?,OCP is a principle of good software design that says classes should be well designed from the start so that they do not need to be modified in the future and the system remains scalable.,waffle,low,0.2,low,True,"The candidate's answer is vague and misses the fundamental definition of OCP. OCP states that a class should be open for extension but closed for modification — meaning you should be able to add new behavior without changing existing code. The candidate's answer incorrectly implies that classes should simply be 'well designed from the start' to avoid future changes, which is not what OCP means. No mention of extension vs modification, interfaces, or inheritance was made.",Candidate is aware that OCP relates to software design and scalability,"The core definition: open for extension, closed for modification; The distinction between extending behavior (open) vs modifying existing code (closed); Practical examples such as using inheritance, interfaces, or abstract classes to achieve OCP; The reason OCP matters: avoiding breaking existing tested code when adding new features",5373,2026-05-12T16:39:55.572233,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,29,OOP,What is abstraction in object-oriented programming?,Abstraction means hiding things from the user that are not relevant to them and showing only what is important. This makes the code simpler to use.,waffle,low,0.35,partial,False,"The candidate has a basic intuitive understanding of abstraction but the answer lacks technical depth expected even for a junior developer. A stronger answer would reference Java-specific constructs like abstract classes and interfaces, explain how abstraction separates 'what' an object does from 'how' it does it, and provide a concrete example. The answer is too surface-level to demonstrate solid OOP knowledge.",Correctly identifies the core idea of hiding irrelevant details; Mentions the benefit of simplicity for the user,"No mention of abstract classes or interfaces in Java as mechanisms for abstraction; Did not distinguish abstraction from encapsulation; No concrete example provided (e.g., a car's steering wheel hiding engine complexity); Did not mention that abstraction defines a contract or blueprint without implementation details; No mention of how abstraction helps in managing complexity in large systems",5664,2026-05-12T16:40:01.536672,
claude_sonnet_rag_run2,claude-sonnet-4-6,rag,30,Core Java,What is the difference between an Error and an Exception?,These are two different types of problems that can occur in a Java application. Both are part of the JVM error handling system and should be handled appropriately by the programmer depending on the situation and project requirements.,waffle,low,0.1,low,True,"The answer is extremely vague and lacks any concrete technical details. The candidate did not mention the Throwable hierarchy, the distinction between recoverable and unrecoverable problems, checked vs unchecked exceptions, or any specific examples. Simply stating they are 'two different types of problems' without elaboration demonstrates very limited understanding of this fundamental Java concept.",Acknowledges that both Error and Exception are part of Java's problem-handling mechanism,"Both Error and Exception extend Throwable class; Errors represent serious, unrecoverable problems (e.g., OutOfMemoryError, StackOverflowError) typically caused by the JVM or environment; Exceptions represent recoverable conditions that a program should handle; Checked vs unchecked exceptions distinction; Errors are generally not meant to be caught or handled by application code; Examples of each: IOException, NullPointerException for exceptions; OutOfMemoryError, StackOverflowError for errors; The class hierarchy: Throwable -> Error / Exception",5805,2026-05-12T16:40:07.643019,
